path,methods,dynamic_route,formal_guard,section_guard,object_guard,capability_off,matrix_present,risk_family,governance_decision,current_disposition,source_sha256,matrix_source_sha256,matrix_digest_match
src/app/api/institution/followups/route.ts,GET|PATCH|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,ab0722e645e37a68c30dd6f3cd9560b2975a16b415a46e26031a50bbfaefd332,ab0722e645e37a68c30dd6f3cd9560b2975a16b415a46e26031a50bbfaefd332,true
src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts,POST,true,false,false,false,false,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,ca1ec644cededff9d3a414dced9b4965c82f363722e28f2c6ebb43632461952a,ca1ec644cededff9d3a414dced9b4965c82f363722e28f2c6ebb43632461952a,true
src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts,POST,true,false,false,false,false,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,e173d10604d69cf92f3ff12a59ede6e0fb354fbae879d0fafe2277c2bff7bcd4,e173d10604d69cf92f3ff12a59ede6e0fb354fbae879d0fafe2277c2bff7bcd4,true
src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,POST,true,false,false,false,false,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,fd471bb4d88c885d9deff980a58cde3e8f9924dc4af321b25696562f1c6a8f61,fd471bb4d88c885d9deff980a58cde3e8f9924dc4af321b25696562f1c6a8f61,true
src/app/api/institution/his-connections/[connectionId]/credentials/route.ts,PATCH|POST,true,false,false,false,false,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,8f3a15bde545412091ef76a9bec6325b872180efd7f2a5d1087af03665d4164e,8f3a15bde545412091ef76a9bec6325b872180efd7f2a5d1087af03665d4164e,true
src/app/api/institution/his-connections/[connectionId]/pause/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440,true
src/app/api/institution/his-connections/[connectionId]/resume/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440,true
src/app/api/institution/his-connections/[connectionId]/revoke/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440,98b943b979baf0e233517bcfc9d390d80ee841e5faa13e8d480bcb9e5b51c440,true
src/app/api/institution/his-connections/[connectionId]/route.ts,DELETE|GET|PATCH,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,243635f7b469c61442919a1fc323c8f32e738726fe8b94ce98c85333c1eef672,243635f7b469c61442919a1fc323c8f32e738726fe8b94ce98c85333c1eef672,true
src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,0618df47b25042859a4786b6d44d503bc68467e408997da515330347fcd15ac9,0618df47b25042859a4786b6d44d503bc68467e408997da515330347fcd15ac9,true
src/app/api/institution/his-connections/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,2151d42dadb6dab9b292996a4a43f833a67e48d2cee6bad662e6f45a0332af52,2151d42dadb6dab9b292996a4a43f833a67e48d2cee6bad662e6f45a0332af52,true
src/app/api/institution/knowledge-management/ai-call/route.ts,POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,573b4d1d732bd8685bc8eadade15150ecb5708d1860468bc2202e18a3bd86661,573b4d1d732bd8685bc8eadade15150ecb5708d1860468bc2202e18a3bd86661,true
src/app/api/institution/knowledge-management/ai-call/usage/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,fe842820d4d4375e1714e8e4a92609be1eb3a55e3314379926839a52f1f17dd1,,false
src/app/api/institution/knowledge-management/answer/route.ts,POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,6b59ea4864e081ce876f87b08e3840bf7bbfbe2fed6b9efe3d3f855cc5e57264,6b59ea4864e081ce876f87b08e3840bf7bbfbe2fed6b9efe3d3f855cc5e57264,true
src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,4af852e82556609bca2662c91e06114880d8fa94bc720016df528932f84d55b7,4af852e82556609bca2662c91e06114880d8fa94bc720016df528932f84d55b7,true
src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/route.ts,GET,true,false,false,false,true,true,readonly_dynamic_object,eligible_for_object_guard_preflight,governed_fail_closed,0e22d5bd46d383a66996ef59200f6e0e065893bdafa951fb225d7805ef63bd08,0e22d5bd46d383a66996ef59200f6e0e065893bdafa951fb225d7805ef63bd08,true
src/app/api/institution/knowledge-management/indexing-jobs/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,d5e5e1a8b9250dd5ee595cfc2cc74f71c0547810e9076d0727813fce30be53ff,d5e5e1a8b9250dd5ee595cfc2cc74f71c0547810e9076d0727813fce30be53ff,true
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,GET,true,false,false,false,true,true,readonly_dynamic_object,eligible_for_object_guard_preflight,governed_fail_closed,90f043202a977437426c153a4451e83799ef225292d333dd828c0dd738a1aa23,90f043202a977437426c153a4451e83799ef225292d333dd828c0dd738a1aa23,true
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,751cd8e672e5588e5c64974d8c46e8b2d234066e1048902d1d7a0fc970ce6c9f,751cd8e672e5588e5c64974d8c46e8b2d234066e1048902d1d7a0fc970ce6c9f,true
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,GET,true,false,false,false,true,true,readonly_dynamic_object,eligible_for_object_guard_preflight,governed_fail_closed,a48fdd437e0bee830546c62d3dae07a36a7e77cf3c2914f32f781ab4e4ceeb55,a48fdd437e0bee830546c62d3dae07a36a7e77cf3c2914f32f781ab4e4ceeb55,true
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,GET|POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,61a8c6ccc7d3d7ecefd1d0bb40103c703af369c219cc203c075641b036c5ab6f,61a8c6ccc7d3d7ecefd1d0bb40103c703af369c219cc203c075641b036c5ab6f,true
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/route.ts,GET,true,false,false,false,true,true,readonly_dynamic_object,eligible_for_object_guard_preflight,governed_fail_closed,764e9d854cd9ebf14661e8361faaae7741fc791713dda86801defc876884eccc,764e9d854cd9ebf14661e8361faaae7741fc791713dda86801defc876884eccc,true
src/app/api/institution/knowledge-management/items/route.ts,GET|PATCH|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,7c1848c74154a2bae466df9fafa9ad2bb6f372bd9c693f9815675ebac9c81483,7c1848c74154a2bae466df9fafa9ad2bb6f372bd9c693f9815675ebac9c81483,true
src/app/api/institution/knowledge-management/qa/audits/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,7b3f98262ddca247fcde84d0f2c6fae92e37cd10c572dbb7c36eca6badc15305,,false
src/app/api/institution/knowledge-management/qa/route.ts,POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,8e9f5ed9fbeff4f77bf62cc3c59b56be776a6671c4201885c79f83f917039ea0,8e9f5ed9fbeff4f77bf62cc3c59b56be776a6671c4201885c79f83f917039ea0,true
src/app/api/institution/knowledge-management/retrieval/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,c39c34958ec319a1fbe8e591e060fe2fcc66a6b8d6e010dbf971b0aa930c5c04,,false
src/app/api/institution/knowledge-management/search/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,6cd33b7b274b535083c3d7c7ed5530bc80e4c06707bfd0b7e1674d856608a971,,false
src/app/api/institution/knowledge-management/upload/route.ts,POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,3e854cdaa3b9fdd268b8fa00a3cd0a227922121d5465e3ef01ac3c90aaf965db,3e854cdaa3b9fdd268b8fa00a3cd0a227922121d5465e3ef01ac3c90aaf965db,true
src/app/api/institution/knowledge-management/vector-search/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,80a455cab7cc911c2731375b44681557d454232becd5accdb68dce45fc9a3160,,false
src/app/api/institution/opportunities/route.ts,GET,false,false,false,false,false,true,legacy_or_compatibility,prove_retirement_or_canonical_delegation_before_guard,governed_fail_closed,0ba08f8f067a260f1e3e34acc97246ff5722f9bc543c3032a0c1d1cdfe48a305,0ba08f8f067a260f1e3e34acc97246ff5722f9bc543c3032a0c1d1cdfe48a305,true
src/app/api/institution/real-channel-preflight/evaluate/route.ts,,false,false,false,false,false,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,b068a359c69dfbcab2212c54fb9904785a5332bed5fe50bd2c22e3926cb5b4b9,b068a359c69dfbcab2212c54fb9904785a5332bed5fe50bd2c22e3926cb5b4b9,true
src/app/api/institution/real-channel-preflight/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,72d13345cd4068b9bf5c8fac79946e4d06826cceb912639003035bc1ce7443a5,72d13345cd4068b9bf5c8fac79946e4d06826cceb912639003035bc1ce7443a5,true
src/app/api/institution/safety-switch/route.ts,GET|PATCH,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,91a73b4f339e045afdff309b9939a0edd30dd43dc2586327b64924991891af79,91a73b4f339e045afdff309b9939a0edd30dd43dc2586327b64924991891af79,true
src/app/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions/route.ts,GET,true,false,false,false,true,true,readonly_dynamic_object,eligible_for_object_guard_preflight,governed_fail_closed,6793d18244d9e52eefa928097d65991b68c10f9b545d13d9b7b5076e4672586f,6793d18244d9e52eefa928097d65991b68c10f9b545d13d9b7b5076e4672586f,true
src/app/api/institution/treatment-summaries/[summaryId]/follow-up-tasks/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,d7a008abccfae9df96141161df0f8cd17bb2463fc93173eede72d6f3421b07d1,d7a008abccfae9df96141161df0f8cd17bb2463fc93173eede72d6f3421b07d1,true
src/app/api/institution/treatment-summaries/[summaryId]/route.ts,PATCH,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,d16bfd13594d0097d3e9921c987da66c9cf03920020d3629a84c7011ee87e175,d16bfd13594d0097d3e9921c987da66c9cf03920020d3629a84c7011ee87e175,true
src/app/api/institution/treatment-summaries/[summaryId]/void/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,c2e9bc96189d637e2beb0a8057864f26806eadf9df1b40fdb9f334cad5c08e38,c2e9bc96189d637e2beb0a8057864f26806eadf9df1b40fdb9f334cad5c08e38,true
src/app/api/institution/treatment-summaries/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,8f44e9f398b7b151bb8d02d2a7d258c18e513b6298f9a49379d94e4cb992eddd,,false
src/app/api/institution/wecom/customer-mapping-candidates/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,5cdf24edf294b5c0d20fb0c90f597e3ce84744e0c954207dfa68e430ca1a3773,,false
src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/route.ts,POST,true,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,9f1eacf59f4fa99ac13595c01bff3d27f4fd17185a84cc27a8dca09a53d0371e,9f1eacf59f4fa99ac13595c01bff3d27f4fd17185a84cc27a8dca09a53d0371e,true
src/app/api/institution/wecom/external-contacts/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,5cdf24edf294b5c0d20fb0c90f597e3ce84744e0c954207dfa68e430ca1a3773,,false
src/app/api/institution/wecom-customer-contact-precheck/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,37dbf48eb61cd41a46523761cb64aedbf6af5dc8a82f73df594ee0f525055c28,37dbf48eb61cd41a46523761cb64aedbf6af5dc8a82f73df594ee0f525055c28,true
src/app/api/institution/wecom-customer-contact-readonly-proof/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,f03290ea9aa63d1c83009f66e67a921eabada22061e23e7ac70066528315ab6c,f03290ea9aa63d1c83009f66e67a921eabada22061e23e7ac70066528315ab6c,true
src/app/api/institution/wecom-customer-contact-readonly-proof-mock/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,d0c9c140d3188890c54f912ee8ae63828dca3b3ca62d150f40bac74813740a85,d0c9c140d3188890c54f912ee8ae63828dca3b3ca62d150f40bac74813740a85,true
src/app/api/institution/wecom-customer-mapping/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,f375f88b854eeb99f36569994991bf03cc5439b1c7dbc3de01a92122f33ba029,f375f88b854eeb99f36569994991bf03cc5439b1c7dbc3de01a92122f33ba029,true
src/app/api/institution/wecom-official-dry-run/evaluate/route.ts,POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,74c203335f12617b57ae5785bbe9e627c0566caa1cc477a6345822691a4ce628,74c203335f12617b57ae5785bbe9e627c0566caa1cc477a6345822691a4ce628,true
src/app/api/institution/wecom-official-dry-run/route.ts,GET,false,true,true,false,true,false,,,formal_guarded,4a47a25b862e02d5c3d94c74b5a914ee4154900e38ff75e35304f43c9ba6246e,,false
src/app/api/institution/wecom-official-dry-run-config/evaluate/route.ts,,false,false,false,false,false,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,b068a359c69dfbcab2212c54fb9904785a5332bed5fe50bd2c22e3926cb5b4b9,b068a359c69dfbcab2212c54fb9904785a5332bed5fe50bd2c22e3926cb5b4b9,true
src/app/api/institution/wecom-official-dry-run-config/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,12fef6edd9400e38d170785a9b2616533544b69aa04d03ada8a11effc493be88,12fef6edd9400e38d170785a9b2616533544b69aa04d03ada8a11effc493be88,true
src/app/api/institution/wecom-official-dry-run-snapshot/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,1a36942efe29dacd38e4535907d03850f99452f2f4119bb927be3e2e0039fe64,1a36942efe29dacd38e4535907d03850f99452f2f4119bb927be3e2e0039fe64,true
src/app/api/institution/wecom-official-internal-message-proof/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,6df6f2fbae7c1df95ebbced4bfb03edf9b718972560c05c3ce698b9110ef01b7,6df6f2fbae7c1df95ebbced4bfb03edf9b718972560c05c3ce698b9110ef01b7,true
src/app/api/institution/wecom-official-secret-precheck/route.ts,GET|POST,false,false,false,false,true,true,mutation_or_mixed,defer_to_mutation_specific_authorization_slice,governed_fail_closed,e61a08399ed17f729afed465f4940eb28c755f1dfb6f738d190620f4b413bc6e,e61a08399ed17f729afed465f4940eb28c755f1dfb6f738d190620f4b413bc6e,true
src/app/api/v1/institution/ai-models/route.ts,GET,false,false,false,false,false,true,demo_fixture,prove_demo_only_or_remove_from_formal_completion,governed_fail_closed,bcc3a246dd331cc319e50094d19676f82d96ac3b9c1370083f71226bf6209675,bcc3a246dd331cc319e50094d19676f82d96ac3b9c1370083f71226bf6209675,true
src/app/api/v1/institution/wecom-official-dry-run/route.ts,,false,false,false,false,false,true,external_touch,external_touch_preflight_and_safety_switch_required,governed_fail_closed,2b3073e6be607975269a38d01d91ca46682b770661e0f1936e04eec5f5bee284,2b3073e6be607975269a38d01d91ca46682b770661e0f1936e04eec5f5bee284,true
