path,methods,section,dynamic_object,direct_db,demo_signal,external_touch,high_risk_path,legacy_or_retired,capability_off,request_read_detected,next_only_import,formal_guard_current,completed_guarded_route,third_batch_selected,existing_status,existing_code,classification
src/app/api/institution/followup-paths/enrollments/[enrollmentId]/cancel/route.ts,POST,care,true,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/followup-paths/enrollments/[enrollmentId]/route.ts,GET,care,true,false,false,false,false,false,true,false,true,false,false,false,503,follow_up_path_enrollment_detail_capability_disabled,deferred_dynamic_object
src/app/api/institution/followup-paths/enrollments/route.ts,GET|POST,care,false,false,false,false,false,false,true,false,true,false,false,false,503,follow_up_path_enrollment_list_capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/followup-paths/templates/route.ts,GET,care,false,false,false,false,false,false,true,false,false,true,true,false,503,capability_disabled,completed_guarded_route
src/app/api/institution/followups/route.ts,GET|PATCH|POST,care,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts,POST,system,true,false,false,false,true,false,false,false,false,false,false,false,,,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts,POST,system,true,false,false,false,true,false,false,false,false,false,false,false,,,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,POST,system,true,false,false,false,true,false,false,false,false,false,false,false,,,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/credentials/route.ts,PATCH|POST,system,true,false,false,false,true,false,false,false,false,false,false,false,,,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/pause/route.ts,POST,system,true,false,false,false,true,false,true,false,true,false,false,false,503,institution_his_connections_capability_disabled,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/resume/route.ts,POST,system,true,false,false,false,true,false,true,false,true,false,false,false,503,institution_his_connections_capability_disabled,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/revoke/route.ts,POST,system,true,false,false,false,true,false,true,false,true,false,false,false,503,institution_his_connections_capability_disabled,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/route.ts,DELETE|GET|PATCH,system,true,false,false,false,true,false,true,false,true,false,false,false,503,institution_his_connections_capability_disabled,deferred_dynamic_object
src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts,POST,system,true,false,false,false,true,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/his-connections/route.ts,GET|POST,system,false,false,false,false,true,false,true,false,true,false,false,false,503,institution_his_connections_capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/knowledge-management/ai-call/route.ts,POST,knowledge,false,false,false,false,false,false,true,false,true,false,false,false,503,institution_ai_call_capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/knowledge-management/ai-call/usage/route.ts,GET,knowledge,false,false,false,false,false,false,true,false,false,true,true,false,503,capability_disabled,completed_guarded_route
src/app/api/institution/knowledge-management/answer/route.ts,POST,knowledge,false,false,false,false,false,false,true,false,true,false,false,false,503,knowledge_capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel/route.ts,POST,knowledge,true,false,false,false,true,false,true,false,true,false,false,false,503,knowledge_indexing_job_cancel_capability_disabled,deferred_dynamic_object
src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/route.ts,GET,knowledge,true,false,false,false,true,false,true,false,true,false,false,false,503,knowledge_indexing_job_capability_disabled,deferred_dynamic_object
src/app/api/institution/knowledge-management/indexing-jobs/route.ts,GET|POST,knowledge,false,false,false,false,true,false,true,false,true,false,false,false,503,knowledge_indexing_jobs_capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,GET,knowledge,true,false,false,false,true,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings/route.ts,POST,knowledge,true,false,false,false,true,false,true,false,true,false,false,false,503,knowledge_embeddings_capability_disabled,deferred_dynamic_object
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,GET,knowledge,true,false,false,false,true,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,GET|POST,knowledge,true,false,false,false,true,false,true,false,true,false,false,false,503,knowledge_file_parse_capability_disabled,deferred_dynamic_object
src/app/api/institution/knowledge-management/items/[knowledgeId]/files/route.ts,GET,knowledge,true,false,false,false,false,false,true,false,true,false,false,false,503,knowledge_files_capability_disabled,deferred_dynamic_object
src/app/api/institution/knowledge-management/items/route.ts,GET|PATCH|POST,knowledge,false,false,false,false,false,false,true,false,true,false,false,false,503,knowledge_items_capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/knowledge-management/qa/audits/route.ts,GET,knowledge,false,false,false,false,false,false,true,false,false,true,true,false,503,knowledge_qa_audits_capability_disabled,completed_guarded_route
src/app/api/institution/knowledge-management/qa/route.ts,POST,knowledge,false,false,false,false,false,false,true,false,true,false,false,false,503,knowledge_qa_capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/knowledge-management/retrieval/route.ts,GET,knowledge,false,false,false,false,false,false,true,false,false,true,true,false,503,knowledge_retrieval_capability_disabled,completed_guarded_route
src/app/api/institution/knowledge-management/search/route.ts,GET,knowledge,false,false,false,false,false,false,true,false,false,true,true,false,503,institution_knowledge_search_capability_disabled,completed_guarded_route
src/app/api/institution/knowledge-management/upload/route.ts,POST,knowledge,false,false,false,false,true,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/knowledge-management/vector-search/route.ts,GET,knowledge,false,false,false,false,false,false,true,false,false,true,true,false,503,knowledge_vector_search_capability_disabled,completed_guarded_route
src/app/api/institution/opportunities/route.ts,GET,analytics,false,false,false,false,false,true,false,false,true,false,false,false,410,legacy_opportunity_pool_disabled,deferred_legacy_or_retired
src/app/api/institution/real-channel-preflight/evaluate/route.ts,none,system,false,false,false,false,true,false,false,false,false,false,false,false,,,deferred_write_mixed_or_unknown_method
src/app/api/institution/real-channel-preflight/route.ts,GET|POST,system,false,false,false,false,true,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/safety-switch/route.ts,GET|PATCH,system,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions/route.ts,GET,care,true,false,false,false,false,false,true,false,true,false,false,false,503,treatment_followup_suggestions_capability_disabled,deferred_dynamic_object
src/app/api/institution/treatment-summaries/[summaryId]/follow-up-tasks/route.ts,POST,care,true,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/treatment-summaries/[summaryId]/route.ts,PATCH,care,true,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/treatment-summaries/[summaryId]/void/route.ts,POST,care,true,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/treatment-summaries/route.ts,GET,care,false,false,false,false,false,false,true,false,true,false,false,true,503,treatment_summary_list_capability_disabled,third_batch_selected
src/app/api/institution/wecom-customer-contact-precheck/route.ts,GET|POST,conversations,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-customer-contact-readonly-proof-mock/route.ts,GET|POST,conversations,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-customer-contact-readonly-proof/route.ts,GET|POST,conversations,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-customer-mapping/route.ts,GET|POST,conversations,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-official-dry-run-config/evaluate/route.ts,none,conversations,false,false,false,false,false,false,false,false,false,false,false,false,,,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-official-dry-run-config/route.ts,GET|POST,conversations,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-official-dry-run-snapshot/route.ts,GET|POST,conversations,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-official-dry-run/evaluate/route.ts,POST,conversations,false,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-official-dry-run/route.ts,GET,conversations,false,false,false,false,false,false,true,false,true,false,false,true,503,capability_disabled,third_batch_selected
src/app/api/institution/wecom-official-internal-message-proof/route.ts,GET|POST,conversations,false,false,false,false,true,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom-official-secret-precheck/route.ts,GET|POST,conversations,false,false,false,false,true,false,true,false,true,false,false,false,503,capability_disabled,deferred_write_mixed_or_unknown_method
src/app/api/institution/wecom/customer-mapping-candidates/route.ts,GET,conversations,false,false,false,false,false,false,true,false,true,false,false,true,503,capability_disabled,third_batch_selected
src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/route.ts,POST,conversations,true,false,false,false,false,false,true,false,true,false,false,false,503,capability_disabled,deferred_dynamic_object
src/app/api/institution/wecom/external-contacts/route.ts,GET,conversations,false,false,false,false,false,false,true,false,false,true,true,false,503,capability_disabled,completed_guarded_route
src/app/api/v1/institution/ai-models/route.ts,GET,system,false,false,true,false,false,false,false,false,false,false,false,false,401,unauthorized,deferred_demo_context
src/app/api/v1/institution/wecom-official-dry-run/route.ts,none,conversations,false,false,false,false,false,false,false,false,false,false,false,false,,,deferred_write_mixed_or_unknown_method
