path,owner,slice_id,scope_class,mutation_kinds,schema_symbols,sql_tables,attribution_shape,bypass_flags,implementation_authorized
src/modules/institution/components/InstitutionNavigationShell.tsx,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,raw_sql,customers,customers,tenant_plus_institution_shape_present,raw_sql|legacy_institution,false
src/modules/institution/domain/wecom-customer-mapping-review-actions.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,update,auditEvents,audit_events,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/domain/wecom-customer-mapping-review.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,update,customers,customers,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/domain/wecom-real-send-proof.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,update,,,table_reference_unresolved_review,legacy_institution,false
src/modules/institution/server/his-connection-credential-compensation-job-queue-repository.ts,Institution System,W6_INSTITUTION_SYSTEM,business_writer_surface,insert+update,hisConnectionCredentialCompensationJobs,his_connection_credential_compensation_jobs,tenant_only_shape_review,legacy_institution,false
src/modules/institution/server/his-connection-credential-compensation-operation-repository.ts,Institution System,W6_INSTITUTION_SYSTEM,business_writer_surface,insert+update,hisConnectionCredentialCompensationOperations,his_connection_credential_compensation_operations,tenant_only_shape_review,legacy_institution,false
src/modules/institution/server/his-connection-credential-storage.ts,Institution System,W6_INSTITUTION_SYSTEM,business_writer_surface,update,,,table_reference_unresolved_review,legacy_institution,false
src/modules/institution/server/his-connection-repository.ts,Institution System,W6_INSTITUTION_SYSTEM,business_writer_surface,insert+update,hisConnections,his_connections,tenant_only_shape_review,legacy_institution,false
src/modules/institution/server/institution-ai-call-usage-repository.ts,Analytics,W5_ANALYTICS,business_writer_surface,insert,aiCallUsageRecords|platformAiProviderConfigs|tenants,ai_call_usage_records|platform_ai_provider_configs|tenants,mixed_attribution_shape_review,legacy_institution,false
src/modules/institution/server/institution-knowledge-rag-answer-service.ts,Knowledge,W3_KNOWLEDGE,business_writer_surface,update,,,table_reference_unresolved_review,legacy_institution,false
src/modules/institution/server/institution-knowledge-upload-service.ts,Knowledge,W3_KNOWLEDGE,business_writer_surface,delete,,,table_reference_unresolved_review,legacy_institution,false
src/modules/institution/server/institution-knowledge-write-repository.ts,Knowledge,W3_KNOWLEDGE,business_writer_surface,insert+update,knowledgeChunks|knowledgeDocumentFiles|knowledgeDocuments|knowledgeSources|platformKnowledgeInstitutionVisibility|tenants,knowledge_chunks|knowledge_document_files|knowledge_documents|knowledge_sources|platform_knowledge_institution_visibility|tenants,mixed_attribution_shape_review,legacy_institution,false
src/modules/institution/server/knowledge-quota-usage-service.ts,Knowledge,W3_KNOWLEDGE,business_writer_surface,insert,knowledgeQuotaUsageRecords,knowledge_quota_usage_records,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/server/tenant-business-repository.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,insert+update,appointments|customers|followUpCustomerTimelineEvents|followUpMessageDrafts|followUpMessageTemplates|followUpPathEnrollments|followUpPathStages|followUpTasks|treatmentSummaries,appointments|customers|follow_up_customer_timeline_events|follow_up_message_drafts|follow_up_message_templates|follow_up_path_enrollments|follow_up_path_stages|follow_up_tasks|treatment_summaries,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/server/treatment-summary-repository.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,insert+update,appointments|customers|treatmentSummaries,appointments|customers|treatment_summaries,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/server/trial-provisioning-service.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,insert,appointments|customers|followUpTasks|treatmentSummaries,appointments|customers|follow_up_tasks|treatment_summaries,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/server/trusted-reachout-safety-repository.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,insert+update,customerChannelContactConsents|customerChannelFrequencyStates|institutionChannelDryRunSnapshots,customer_channel_contact_consents|customer_channel_frequency_states|institution_channel_dry_run_snapshots,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/server/wecom-customer-broadcast-task-outcome-repository.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,insert+update,weComCustomerBroadcastTaskProviderAttempts|weComRealSendProofOperations,wecom_customer_broadcast_task_provider_attempts|wecom_real_send_proof_operations,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/server/wecom-customer-mapping-repository.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,insert+update,weComCustomerMappingStates,wecom_customer_mapping_states,tenant_plus_institution_shape_present,legacy_institution,false
src/modules/institution/server/wecom-real-send-proof-repository.ts,Customers / Messaging,W1_CUSTOMERS_MESSAGING,business_writer_surface,insert+update,auditEvents|customerChannelContactConsents|customerChannelFrequencyStates|followUpMessageDrafts|institutionChannelDryRunSnapshots|weComCustomerMappingStates|weComRealSendProductionAttestations|weComRealSendProofControls|weComRealSendProofOperations,audit_events|customer_channel_contact_consents|customer_channel_frequency_states|follow_up_message_drafts|institution_channel_dry_run_snapshots|wecom_customer_mapping_states|wecom_real_send_production_attestations|wecom_real_send_proof_controls|wecom_real_send_proof_operations,mixed_attribution_shape_review,legacy_institution,false
src/modules/institution-knowledge/domain/knowledge-content-manifest.ts,Knowledge,W3_KNOWLEDGE,business_writer_surface,update,,,table_reference_unresolved_review,none,false
src/modules/institution-workbench/components/InstitutionWorkbenchShell.tsx,Workspace Projection,W10_WORKSPACE_PROJECTION_REVIEW,later_or_outside_phase,raw_sql,,,table_reference_unresolved_review,raw_sql,false
src/modules/institution-workbench/components/WorkbenchActionQueue.tsx,Workspace Projection,W10_WORKSPACE_PROJECTION_REVIEW,later_or_outside_phase,raw_sql,,,table_reference_unresolved_review,raw_sql,false
src/modules/institution-workbench/domain/workbench-action-aggregation.ts,Workspace Projection,W10_WORKSPACE_PROJECTION_REVIEW,later_or_outside_phase,delete,appointments,appointments,tenant_plus_institution_shape_present,none,false
src/modules/knowledge-base/server/v1-knowledge-base-embedding-vector-index-runtime.ts,Knowledge,W3_KNOWLEDGE,business_writer_surface,insert+update,knowledgeChunkEmbeddings|knowledgeChunks|knowledgeIndexJobs,knowledge_chunk_embeddings|knowledge_chunks|knowledge_index_jobs,tenant_plus_institution_shape_present,none,false
src/modules/knowledge-base/server/v1-knowledge-base-runtime-foundation-repository.ts,Knowledge,W3_KNOWLEDGE,business_writer_surface,insert,knowledgeChunks|knowledgeDocuments|knowledgeIndexJobs|knowledgeSources,knowledge_chunks|knowledge_documents|knowledge_index_jobs|knowledge_sources,tenant_plus_institution_shape_present,none,false
src/modules/open-platform/components/HomepageBrandPanel.tsx,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,raw_sql,,,table_reference_unresolved_review,raw_sql,false
src/modules/open-platform/components/KnowledgeFileCard.tsx,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,raw_sql,,,table_reference_unresolved_review,raw_sql,false
src/modules/open-platform/components/KnowledgeTenantRow.tsx,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,raw_sql,,,table_reference_unresolved_review,raw_sql,false
src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,raw_sql,,,table_reference_unresolved_review,raw_sql,false
src/modules/open-platform/components/OpenPlatformAiReadonlyPanel.tsx,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,raw_sql,tenants,tenants,global_or_unattributed_shape_review,raw_sql,false
src/modules/open-platform/components/OpenPlatformKnowledgeManagementPanel.tsx,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,raw_sql,tenants,tenants,global_or_unattributed_shape_review,raw_sql,false
src/modules/open-platform/components/ProductPlanPanel.tsx,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,raw_sql,,,table_reference_unresolved_review,raw_sql,false
src/modules/open-platform/server/ai-credit-metering-rules-management.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert+update,platformAiCreditMeteringRules,platform_ai_credit_metering_rules,global_or_unattributed_shape_review,none,false
src/modules/open-platform/server/homepage-brand-asset-storage.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/open-platform/server/homepage-brand-repository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert+update,homepageBrandAssets|homepageBrandAuditLogs|homepageBrandConfigVersions|homepageBrandConfigs,homepage_brand_assets|homepage_brand_audit_logs|homepage_brand_config_versions|homepage_brand_configs,global_or_unattributed_shape_review,none,false
src/modules/open-platform/server/homepage-brand-service.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,delete,,,table_reference_unresolved_review,none,false
src/modules/open-platform/server/plan-catalog-repository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert+update,tenantPlanVersions|tenantPlans,tenant_plan_versions|tenant_plans,global_or_unattributed_shape_review,none,false
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/open-platform/server/platform-knowledge-file-management-service.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,delete+update,,,table_reference_unresolved_review,none,false
src/modules/open-platform/server/platform-knowledge-management-repository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,delete+insert+update,knowledgeChunks|knowledgeDocumentFileParseChunkEmbeddings|knowledgeDocumentFileParseChunks|knowledgeDocumentFileParses|knowledgeDocumentFiles|knowledgeDocuments|knowledgeIndexJobs|knowledgeIndexingJobs|knowledgeQaAuditLogs|knowledgeSources|platformKnowledgeInstitutionVisibility|tenants,knowledge_chunks|knowledge_document_file_parse_chunk_embeddings|knowledge_document_file_parse_chunks|knowledge_document_file_parses|knowledge_document_files|knowledge_documents|knowledge_index_jobs|knowledge_indexing_jobs|knowledge_qa_audit_logs|knowledge_sources|platform_knowledge_institution_visibility|tenants,mixed_attribution_shape_review,none,false
src/modules/open-platform/server/platform-knowledge-qa-service.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/open-platform/server/platformAiModelConfigPersistenceRepository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert,platformAiModelConfigSnapshots,platform_ai_model_config_snapshots,global_or_unattributed_shape_review,none,false
src/modules/open-platform/server/platformAiProviderConfigRepository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert,platformAiProviderConfigs,platform_ai_provider_configs,global_or_unattributed_shape_review,none,false
src/modules/open-platform/server/tenant-account-management-repository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert+update,auditEvents|authUsers|tenantContacts|tenantMembers,audit_events|auth_users|tenant_contacts|tenant_members,mixed_attribution_shape_review,none,false
src/modules/open-platform/server/tenant-commercial-records-repository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert,tenantCommercialRecords,tenant_commercial_records,tenant_only_shape_review,none,false
src/modules/open-platform/server/tenant-plan-binding-repository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert,auditEvents|authUsers|tenantAuthorizationSnapshots|tenantContacts|tenantPlanAssignments|tenantPlanVersions|tenantPlans|tenants,audit_events|auth_users|tenant_authorization_snapshots|tenant_contacts|tenant_plan_assignments|tenant_plan_versions|tenant_plans|tenants,mixed_attribution_shape_review,none,false
src/modules/open-platform/server/tenant-plan-change-repository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,insert+update,auditEvents|tenantAuthorizationSnapshots|tenantPlanAssignments|tenantPlanChangeRecords|tenantPlanVersions|tenantPlans|tenants,audit_events|tenant_authorization_snapshots|tenant_plan_assignments|tenant_plan_change_records|tenant_plan_versions|tenant_plans|tenants,mixed_attribution_shape_review,none,false
src/modules/open-platform/server/vendorProviderConfigRepository.ts,Platform,W8_PLATFORM_REVIEW,later_or_outside_phase,delete+insert,platformAiProviderConfigs,platform_ai_provider_configs,global_or_unattributed_shape_review,none,false
src/modules/security/server/institution-action-policy.ts,Other,OTHER_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/security/server/institution-guard-reference.ts,Other,OTHER_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/security/server/institution-membership-provider.ts,Other,OTHER_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/security/server/institution-section-guard.ts,Other,OTHER_REVIEW,later_or_outside_phase,update,customers,customers,tenant_plus_institution_shape_present,none,false
src/modules/security/server/secretEncryption.ts,Other,OTHER_REVIEW,later_or_outside_phase,update,,,table_reference_unresolved_review,none,false
src/modules/tenancy/provisioning/provisioning-candidate-canonicalization.ts,Tenancy,EXCLUDED_TENANCY,excluded_foundation_owner,update,,,table_reference_unresolved_review,none,false
src/modules/tenancy/provisioning/provisioning-candidate-v2-canonicalization.ts,Tenancy,EXCLUDED_TENANCY,excluded_foundation_owner,update,,,table_reference_unresolved_review,none,false
src/modules/tenancy/provisioning/provisioning-canonicalization.ts,Tenancy,EXCLUDED_TENANCY,excluded_foundation_owner,update,,,table_reference_unresolved_review,none,false
src/modules/tenancy/provisioning/server/provisioning-write-postgres-adapter.ts,Tenancy,EXCLUDED_TENANCY,excluded_foundation_owner,raw_sql,tenants,tenants,global_or_unattributed_shape_review,raw_sql,false
src/modules/workspace/components/InstitutionWorkspace.tsx,Workspace Projection,W10_WORKSPACE_PROJECTION_REVIEW,later_or_outside_phase,raw_sql,appointments|customers|followUpTasks|hisConnections|treatmentSummaries,appointments|customers|follow_up_tasks|his_connections|treatment_summaries,mixed_attribution_shape_review,raw_sql,false
src/modules/workspace/components/PlatformConsole.tsx,Workspace Projection,W10_WORKSPACE_PROJECTION_REVIEW,later_or_outside_phase,raw_sql,tenants,tenants,global_or_unattributed_shape_review,raw_sql,false
scripts/db/base02-b5-cross-tenant-transfer-runner.mjs,Seed / Maintenance / Shared DB,BYPASS_SEED_MAINTENANCE,bypass_surface_review,update,,,table_reference_unresolved_review,script,false
scripts/demo/seed-v06-low-sensitive-demo.ts,Seed / Maintenance / Shared DB,BYPASS_SEED_MAINTENANCE,bypass_surface_review,update,authUsers|customers|followUpCustomerTimelineEvents|followUpMessageDrafts|followUpMessageTemplates|followUpPathEnrollments|followUpPathStages|followUpTasks|knowledgeChunks|knowledgeDocuments|knowledgeIndexJobs|knowledgeSources|tenantMembers|tenants|treatmentSummaries,auth_users|customers|follow_up_customer_timeline_events|follow_up_message_drafts|follow_up_message_templates|follow_up_path_enrollments|follow_up_path_stages|follow_up_tasks|knowledge_chunks|knowledge_documents|knowledge_index_jobs|knowledge_sources|tenant_members|tenants|treatment_summaries,mixed_attribution_shape_review,script|seed,false
scripts/verify/architecture-quality.mjs,Seed / Maintenance / Shared DB,BYPASS_SEED_MAINTENANCE,bypass_surface_review,delete+raw_sql,authAccountInstitutionBindingTransitions|authAccountInstitutionBindings|tenantMembers,auth_account_institution_binding_transitions|auth_account_institution_bindings|tenant_members,mixed_attribution_shape_review,raw_sql|script,false
