family_key,domain,route_count,versioned_route_count,unversioned_route_count,pair_status,http_methods,runtime_reference_file_count,test_reference_file_count,governance_priority,migration_ready,route_paths,runtime_reference_files,recommendation
/api/institution/his-connections/[connectionId]/credentials/revoke,institution,1,0,1,unversioned_only,POST,0,1,P2,no,src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/his-connections/[connectionId]/credentials/rotate,institution,1,0,1,unversioned_only,POST,0,1,P2,no,src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/his-connections/[connectionId]/pause,institution,1,0,1,unversioned_only,POST,0,1,P2,no,src/app/api/institution/his-connections/[connectionId]/pause/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/his-connections/[connectionId]/resume,institution,1,0,1,unversioned_only,POST,0,1,P2,no,src/app/api/institution/his-connections/[connectionId]/resume/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/his-connections/[connectionId]/revoke,institution,1,0,1,unversioned_only,POST,0,1,P2,no,src/app/api/institution/his-connections/[connectionId]/revoke/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/his-connections/[connectionId]/test-connection,institution,1,0,1,unversioned_only,POST,0,1,P2,no,src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/ai-call,institution,1,0,1,unversioned_only,POST,1,4,P1,no,src/app/api/institution/knowledge-management/ai-call/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/ai-call/usage,institution,1,0,1,unversioned_only,GET,1,2,P1,no,src/app/api/institution/knowledge-management/ai-call/usage/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/answer,institution,1,0,1,unversioned_only,POST,1,2,P1,no,src/app/api/institution/knowledge-management/answer/route.ts,src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/indexing-jobs,institution,1,0,1,unversioned_only,GET；POST,1,2,P1,no,src/app/api/institution/knowledge-management/indexing-jobs/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/indexing-jobs/[jobId],institution,1,0,1,unversioned_only,GET,1,2,P1,no,src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel,institution,1,0,1,unversioned_only,POST,1,1,P1,no,src/app/api/institution/knowledge-management/indexing-jobs/[jobId]/cancel/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/items,institution,1,0,1,unversioned_only,GET；PATCH；POST,3,8,P1,no,src/app/api/institution/knowledge-management/items/route.ts,src/modules/institution/client/tenant-business-client.ts；src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx；src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/items/[knowledgeId]/files,institution,1,0,1,unversioned_only,GET,2,6,P1,no,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/route.ts,src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx；src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download,institution,1,0,1,unversioned_only,GET,1,3,P1,no,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings,institution,1,0,1,unversioned_only,POST,1,1,P1,no,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/embeddings/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse,institution,1,0,1,unversioned_only,GET；POST,2,3,P1,no,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts,src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx；src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks,institution,1,0,1,unversioned_only,GET,2,2,P1,no,src/app/api/institution/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts,src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx；src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/qa,institution,1,0,1,unversioned_only,POST,1,3,P1,no,src/app/api/institution/knowledge-management/qa/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/qa/audits,institution,1,0,1,unversioned_only,GET,1,2,P1,no,src/app/api/institution/knowledge-management/qa/audits/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/retrieval,institution,1,0,1,unversioned_only,GET,1,2,P1,no,src/app/api/institution/knowledge-management/retrieval/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/search,institution,1,0,1,unversioned_only,GET,1,5,P1,no,src/app/api/institution/knowledge-management/search/route.ts,src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/upload,institution,1,0,1,unversioned_only,POST,2,2,P1,no,src/app/api/institution/knowledge-management/upload/route.ts,src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx；src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/knowledge-management/vector-search,institution,1,0,1,unversioned_only,GET,1,3,P1,no,src/app/api/institution/knowledge-management/vector-search/route.ts,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/opportunities,institution,1,0,1,unversioned_only,GET,0,1,P2,no,src/app/api/institution/opportunities/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/real-channel-preflight,institution,1,0,1,unversioned_only,GET；POST,0,1,P2,no,src/app/api/institution/real-channel-preflight/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/real-channel-preflight/evaluate,institution,1,0,1,unversioned_only,POST,0,0,P2,no,src/app/api/institution/real-channel-preflight/evaluate/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/safety-switch,institution,1,0,1,unversioned_only,GET；PATCH,0,1,P2,no,src/app/api/institution/safety-switch/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/treatment-summaries,institution,1,0,1,unversioned_only,GET,1,9,P1,no,src/app/api/institution/treatment-summaries/route.ts,src/modules/institution/client/tenant-business-client.ts,补齐调用方和兼容策略后再决定版本化
/api/institution/treatment-summaries/[summaryId],institution,1,0,1,unversioned_only,PATCH,1,8,P1,no,src/app/api/institution/treatment-summaries/[summaryId]/route.ts,src/modules/institution/client/tenant-business-client.ts,补齐调用方和兼容策略后再决定版本化
/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions,institution,1,0,1,unversioned_only,GET,1,6,P1,no,src/app/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions/route.ts,src/modules/institution/client/tenant-business-client.ts,补齐调用方和兼容策略后再决定版本化
/api/institution/treatment-summaries/[summaryId]/follow-up-tasks,institution,1,0,1,unversioned_only,POST,1,5,P1,no,src/app/api/institution/treatment-summaries/[summaryId]/follow-up-tasks/route.ts,src/modules/institution/client/tenant-business-client.ts,补齐调用方和兼容策略后再决定版本化
/api/institution/treatment-summaries/[summaryId]/void,institution,1,0,1,unversioned_only,POST,1,5,P1,no,src/app/api/institution/treatment-summaries/[summaryId]/void/route.ts,src/modules/institution/client/tenant-business-client.ts,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-customer-contact-precheck,institution,1,0,1,unversioned_only,GET；POST,0,1,P2,no,src/app/api/institution/wecom-customer-contact-precheck/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-customer-contact-readonly-proof,institution,1,0,1,unversioned_only,GET；POST,0,2,P2,no,src/app/api/institution/wecom-customer-contact-readonly-proof/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-customer-mapping,institution,1,0,1,unversioned_only,GET；POST,1,3,P1,no,src/app/api/institution/wecom-customer-mapping/route.ts,src/modules/institution/client/wecom-customer-mapping-client.ts,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-official-dry-run,institution,1,0,1,unversioned_only,GET,0,3,P2,no,src/app/api/institution/wecom-official-dry-run/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-official-dry-run-config,institution,1,0,1,unversioned_only,GET；POST,0,1,P2,no,src/app/api/institution/wecom-official-dry-run-config/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-official-dry-run-config/evaluate,institution,1,0,1,unversioned_only,POST,0,0,P2,no,src/app/api/institution/wecom-official-dry-run-config/evaluate/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-official-dry-run-snapshot,institution,1,0,1,unversioned_only,GET；POST,0,1,P2,no,src/app/api/institution/wecom-official-dry-run-snapshot/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-official-dry-run/evaluate,institution,1,0,1,unversioned_only,POST,0,1,P2,no,src/app/api/institution/wecom-official-dry-run/evaluate/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-official-internal-message-proof,institution,1,0,1,unversioned_only,GET；POST,0,1,P2,no,src/app/api/institution/wecom-official-internal-message-proof/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom-official-secret-precheck,institution,1,0,1,unversioned_only,GET；POST,0,1,P2,no,src/app/api/institution/wecom-official-secret-precheck/route.ts,,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom/customer-mapping-candidates,institution,1,0,1,unversioned_only,GET,1,3,P1,no,src/app/api/institution/wecom/customer-mapping-candidates/route.ts,src/modules/institution/components/WeComCustomerMappingCandidatesReadonlyPanel.tsx,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions,institution,1,0,1,unversioned_only,POST,1,5,P1,no,src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/route.ts,src/modules/institution/client/wecom-customer-mapping-review-actions-client.ts,补齐调用方和兼容策略后再决定版本化
/api/institution/wecom/external-contacts,institution,1,0,1,unversioned_only,GET,1,2,P1,no,src/app/api/institution/wecom/external-contacts/route.ts,src/modules/institution/components/WeComExternalContactReadonlyPanel.tsx,补齐调用方和兼容策略后再决定版本化
/api/open-platform/ai-credit-metering-rules,open-platform,1,0,1,unversioned_only,GET；POST,1,4,P1,no,src/app/api/open-platform/ai-credit-metering-rules/route.ts,src/modules/open-platform/client/platform-ai-credit-metering-rules-client.ts,补齐调用方和兼容策略后再决定版本化
/api/open-platform/ai-credit-metering-rules/[id],open-platform,1,0,1,unversioned_only,PATCH,1,3,P1,no,src/app/api/open-platform/ai-credit-metering-rules/[id]/route.ts,src/modules/open-platform/client/platform-ai-credit-metering-rules-client.ts,补齐调用方和兼容策略后再决定版本化
/api/open-platform/ai-usage-credits,open-platform,1,0,1,unversioned_only,GET,1,4,P1,no,src/app/api/open-platform/ai-usage-credits/route.ts,src/modules/open-platform/client/platform-ai-usage-credits-client.ts,补齐调用方和兼容策略后再决定版本化
/api/open-platform/audit-events,open-platform,1,0,1,unversioned_only,GET,1,5,P1,no,src/app/api/open-platform/audit-events/route.ts,src/modules/audit/client/open-platform-audit-events-client.ts,补齐调用方和兼容策略后再决定版本化
/api/open-platform/tenants,open-platform,1,0,1,unversioned_only,GET,1,4,P1,no,src/app/api/open-platform/tenants/route.ts,src/modules/open-platform/client/platform-tenant-management-client.ts,补齐调用方和兼容策略后再决定版本化
/api/open-platform/wecom/customer-data-governance,open-platform,1,0,1,unversioned_only,GET,1,2,P1,no,src/app/api/open-platform/wecom/customer-data-governance/route.ts,src/modules/open-platform/components/WeComCustomerDataGovernancePanel.tsx,补齐调用方和兼容策略后再决定版本化
/api/version,version,1,0,1,unversioned_only,GET,1,1,P1,no,src/app/api/version/route.ts,src/modules/open-platform/components/TrialV01ExperienceHandoffPanel.tsx,补齐调用方和兼容策略后再决定版本化
