file_path,role,owner,loc,type_only_file,import_count,runtime_import_count,internal_outbound_count,open_platform_outbound_count,cross_module_outbound_count,inbound_consumer_count,test_consumer_count,cross_module_inbound_count,reverse_dependency_count,cycle_member,cycle_id,runtime_boundary_tokens,stable_entry_suggestion,phase27_target_suggestion,phase27_eligible,phase27_block_reason
src/modules/open-platform/components/ProductPlanPanel.tsx,component,commercial_entitlement,1008,no,6,5,3,4,0,2,1,1,0,no,,react,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/ProductPlanPanel.tsx,no,not_plain_ts；not_domain_or_contract；runtime_boundary；cross_module_inbound；large_file
src/modules/open-platform/components/TrialDataResetPanel.tsx,component,tenant_governance,337,no,3,3,1,1,0,1,0,1,0,no,,network；react,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/TrialDataResetPanel.tsx,no,not_plain_ts；not_domain_or_contract；runtime_boundary；cross_module_inbound
src/modules/open-platform/components/TrialV01ExperienceHandoffPanel.tsx,component,tenant_governance,555,no,2,2,0,0,0,1,0,1,0,no,,network；react,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/TrialV01ExperienceHandoffPanel.tsx,no,not_plain_ts；not_domain_or_contract；runtime_boundary；cross_module_inbound
src/modules/open-platform/components/WeComCustomerDataGovernancePanel.tsx,component,shared,315,no,4,4,2,2,0,2,1,1,0,no,,network；react,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/WeComCustomerDataGovernancePanel.tsx,no,not_plain_ts；not_domain_or_contract；shared_owner；runtime_boundary；cross_module_inbound
src/modules/open-platform/domain/governance.ts,domain,shared,234,no,0,0,0,0,0,2,1,0,0,no,,,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/governance.ts,no,shared_owner
src/modules/open-platform/domain/plan-catalog.ts,domain,commercial_entitlement,293,no,0,0,0,0,0,5,1,0,0,no,,credential_or_provider,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/plan-catalog.ts,no,runtime_boundary
src/modules/open-platform/domain/platform-commercial-health.ts,domain,commercial_entitlement,380,no,2,0,1,2,1,2,1,0,0,no,,,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/platform-commercial-health.ts,no,cross_module_outbound
src/modules/open-platform/domain/tenant-commercial-records.ts,domain,commercial_entitlement,159,no,0,0,0,0,0,5,1,0,0,no,,,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-commercial-records.ts,yes,
src/modules/open-platform/domain/tenant-management-view.ts,domain,tenant_governance,180,no,1,0,1,1,0,3,1,1,0,no,,,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/tenant-management-view.ts,no,cross_module_inbound
src/modules/open-platform/domain/tenant-management.ts,domain,tenant_governance,182,no,0,0,0,0,0,13,3,1,0,no,,,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/tenant-management.ts,no,cross_module_inbound；too_many_consumers
src/modules/open-platform/domain/tenant-plan-binding.ts,domain,commercial_entitlement,208,no,0,0,0,0,0,10,3,0,0,no,,,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-plan-binding.ts,no,too_many_consumers
src/modules/open-platform/domain/tenant-plan-change.ts,domain,commercial_entitlement,244,no,1,0,1,1,0,4,1,0,0,no,,,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-plan-change.ts,yes,
src/modules/open-platform/domain/vendor-catalog.ts,domain,provider_config,53,no,0,0,0,0,0,14,4,0,0,no,,network,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/vendor-catalog.ts,no,runtime_boundary；too_many_consumers
src/modules/open-platform/domain/wecom-customer-data-governance.ts,domain,shared,497,no,2,1,0,1,1,5,3,0,0,no,,,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/wecom-customer-data-governance.ts,no,shared_owner；cross_module_outbound
src/modules/open-platform/lib/platformAiReadonlyViewLoader.ts,other,shared,21,no,1,1,1,1,0,0,0,0,0,no,,,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/platformAiReadonlyViewLoader.ts,no,not_domain_or_contract；shared_owner
src/modules/open-platform/lib/platformKnowledgeManagementViewLoader.ts,other,knowledge,104,no,1,1,1,1,0,2,1,0,0,no,,network,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platformKnowledgeManagementViewLoader.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/mock/platformAiModelConfig.ts,other,platform_config,182,no,0,0,0,0,0,5,0,0,0,no,,credential_or_provider,src/modules/open-platform/platform_config/index.ts,src/modules/open-platform/domain/platform_config/platformAiModelConfig.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/mock/platformAiModelRegistry.ts,other,shared,269,no,0,0,0,0,0,2,0,0,0,no,,credential_or_provider,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/platformAiModelRegistry.ts,no,not_domain_or_contract；shared_owner；runtime_boundary
src/modules/open-platform/mock/platformAiReadonly.ts,other,shared,107,no,2,2,2,2,0,1,0,0,0,no,,credential_or_provider,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/platformAiReadonly.ts,no,not_domain_or_contract；shared_owner；runtime_boundary
src/modules/open-platform/mock/platformAiUsageCost.ts,other,shared,572,no,0,0,0,0,0,2,0,0,0,no,,credential_or_provider,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/platformAiUsageCost.ts,no,not_domain_or_contract；shared_owner；runtime_boundary
src/modules/open-platform/mock/platformKnowledge.ts,other,knowledge,1003,no,0,0,0,0,0,3,1,0,0,no,,,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platformKnowledge.ts,no,not_domain_or_contract；large_file
src/modules/open-platform/server/ai-credit-metering-rules-management.ts,server_service,ai_runtime,391,no,4,3,0,2,0,4,2,0,0,no,,database；environment；credential_or_provider,src/modules/open-platform/ai_runtime/index.ts,src/modules/open-platform/domain/ai_runtime/ai-credit-metering-rules-management.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/ai-usage-credits.ts,server_service,ai_runtime,1068,no,4,3,1,3,0,3,2,0,0,no,,database；credential_or_provider,src/modules/open-platform/ai_runtime/index.ts,src/modules/open-platform/domain/ai_runtime/ai-usage-credits.ts,no,not_domain_or_contract；runtime_boundary；large_file
src/modules/open-platform/server/homepage-brand-asset-storage.ts,server_repository,homepage_brand,110,no,4,3,1,1,0,5,3,0,1,no,,environment,src/modules/open-platform/homepage_brand/index.ts,src/modules/open-platform/domain/homepage_brand/homepage-brand-asset-storage.ts,no,not_domain_or_contract；runtime_boundary；reverse_dependency
src/modules/open-platform/server/homepage-brand-local-repository.ts,server_repository,homepage_brand,235,no,4,3,1,2,1,2,1,0,1,no,,environment,src/modules/open-platform/homepage_brand/index.ts,src/modules/open-platform/domain/homepage_brand/homepage-brand-local-repository.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；reverse_dependency
src/modules/open-platform/server/homepage-brand-repository.ts,server_repository,homepage_brand,234,no,5,2,1,4,1,5,2,0,1,no,,database,src/modules/open-platform/homepage_brand/index.ts,src/modules/open-platform/domain/homepage_brand/homepage-brand-repository.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；reverse_dependency
src/modules/open-platform/server/homepage-brand-service.ts,server_service,homepage_brand,573,no,2,2,0,1,1,18,4,1,0,no,,environment,src/modules/open-platform/homepage_brand/index.ts,src/modules/open-platform/domain/homepage_brand/homepage-brand-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；cross_module_inbound；too_many_consumers
src/modules/open-platform/server/package-ai-quota-readonly.ts,server_service,commercial_entitlement,263,no,1,1,0,1,1,2,1,0,0,no,,,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/package-ai-quota-readonly.ts,no,not_domain_or_contract；cross_module_outbound
src/modules/open-platform/server/plan-catalog-repository.ts,server_repository,commercial_entitlement,256,no,4,2,1,3,0,4,2,0,0,no,,database,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/plan-catalog-repository.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/plan-catalog-service.ts,server_service,commercial_entitlement,186,no,3,2,2,2,0,5,0,0,0,no,,environment,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/plan-catalog-service.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/platform-knowledge-ai-provider-adapter.ts,server_service,knowledge,245,no,1,0,1,1,0,5,4,0,0,yes,cycle-001,credential_or_provider,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-ai-provider-adapter.ts,no,not_domain_or_contract；runtime_boundary；cycle_member
src/modules/open-platform/server/platform-knowledge-ai-readiness-evaluation.ts,server_service,knowledge,231,no,0,0,0,0,0,3,2,0,0,no,,credential_or_provider,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-ai-readiness-evaluation.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/platform-knowledge-document-parsing-service.ts,server_service,knowledge,1252,no,9,7,3,7,3,9,3,2,0,yes,cycle-001,database；environment；browser_runtime,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-document-parsing-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；cross_module_inbound；cycle_member；too_many_consumers；large_file；high_import_count
src/modules/open-platform/server/platform-knowledge-embedding-vector-search-service.ts,server_service,knowledge,973,no,3,2,2,2,0,13,6,4,0,yes,cycle-001,environment；credential_or_provider,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-embedding-vector-search-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_inbound；cycle_member；too_many_consumers；large_file
src/modules/open-platform/server/platform-knowledge-file-management-service.ts,server_service,knowledge,437,no,3,2,2,2,0,17,4,3,0,yes,cycle-001,environment,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-file-management-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_inbound；cycle_member；too_many_consumers
src/modules/open-platform/server/platform-knowledge-file-storage.ts,server_repository,knowledge,74,no,3,3,1,1,0,6,3,0,1,no,,environment,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-file-storage.ts,no,not_domain_or_contract；runtime_boundary；reverse_dependency
src/modules/open-platform/server/platform-knowledge-indexing-job-service.ts,server_service,knowledge,844,no,11,6,5,9,3,5,2,3,0,yes,cycle-001,database；environment,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-indexing-job-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；cross_module_inbound；cycle_member；large_file；high_import_count
src/modules/open-platform/server/platform-knowledge-keyword-search-service.ts,server_service,knowledge,316,no,2,1,2,2,0,10,6,3,0,yes,cycle-001,,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-keyword-search-service.ts,no,not_domain_or_contract；cross_module_inbound；cycle_member；too_many_consumers
src/modules/open-platform/server/platform-knowledge-management-repository.ts,server_repository,knowledge,1609,no,12,4,7,10,1,49,21,9,7,yes,cycle-001,database；environment；browser_runtime,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-management-repository.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；cross_module_inbound；reverse_dependency；cycle_member；too_many_consumers；large_file；high_import_count
src/modules/open-platform/server/platform-knowledge-management-service.ts,server_service,knowledge,1093,no,9,3,4,7,3,9,2,1,0,no,,environment,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-management-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；cross_module_inbound；too_many_consumers；large_file；high_import_count
src/modules/open-platform/server/platform-knowledge-ocr-provider.ts,server_service,knowledge,154,no,0,0,0,0,0,4,2,0,0,no,,,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-ocr-provider.ts,no,not_domain_or_contract
src/modules/open-platform/server/platform-knowledge-production-governance-policy.ts,server_service,knowledge,272,no,1,1,0,1,1,7,5,1,0,no,,,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-production-governance-policy.ts,no,not_domain_or_contract；cross_module_outbound；cross_module_inbound
src/modules/open-platform/server/platform-knowledge-qa-service.ts,server_service,knowledge,597,no,8,6,7,7,0,10,4,2,0,yes,cycle-001,environment,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platform-knowledge-qa-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_inbound；cycle_member；too_many_consumers
src/modules/open-platform/server/platformAiModelConfigContract.ts,server_service,platform_config,177,no,1,1,1,1,0,2,2,0,0,no,,credential_or_provider,src/modules/open-platform/platform_config/index.ts,src/modules/open-platform/domain/platform_config/platformAiModelConfigContract.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/platformAiModelConfigPersistence.ts,server_service,platform_config,466,no,3,2,2,3,1,5,1,0,0,no,,credential_or_provider,src/modules/open-platform/platform_config/index.ts,src/modules/open-platform/domain/platform_config/platformAiModelConfigPersistence.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/platformAiModelConfigPersistenceRepository.ts,server_repository,platform_config,81,no,5,3,2,4,0,3,0,0,2,no,,database,src/modules/open-platform/platform_config/index.ts,src/modules/open-platform/domain/platform_config/platformAiModelConfigPersistenceRepository.ts,no,not_domain_or_contract；runtime_boundary；reverse_dependency
src/modules/open-platform/server/platformAiModelConfigPersistenceTypes.ts,server_service,platform_config,113,yes,3,0,1,3,2,5,1,0,0,no,,credential_or_provider,src/modules/open-platform/platform_config/index.ts,src/modules/open-platform/domain/platform_config/platformAiModelConfigPersistenceTypes.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/platformAiModelRegistryContract.ts,server_service,shared,195,no,1,1,1,1,0,2,1,0,0,no,,credential_or_provider,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/platformAiModelRegistryContract.ts,no,not_domain_or_contract；shared_owner；runtime_boundary
src/modules/open-platform/server/platformAiModelVendorOperations.ts,server_service,provider_config,640,no,3,1,2,3,1,3,1,0,0,no,,network；credential_or_provider,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/platformAiModelVendorOperations.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；large_file
src/modules/open-platform/server/platformAiProviderConfig.ts,server_service,provider_config,201,no,2,1,1,2,1,5,2,0,0,no,,credential_or_provider,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/platformAiProviderConfig.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/platformAiProviderConfigRepository.ts,server_repository,provider_config,92,no,4,2,1,3,0,3,1,0,1,no,,database；credential_or_provider,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/platformAiProviderConfigRepository.ts,no,not_domain_or_contract；runtime_boundary；reverse_dependency
src/modules/open-platform/server/platformAiReadonlyApiContract.ts,server_service,shared,130,no,3,3,3,3,0,3,1,0,0,no,,,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/platformAiReadonlyApiContract.ts,no,not_domain_or_contract；shared_owner
src/modules/open-platform/server/platformAiRuntimeConfig.ts,server_service,platform_config,77,no,0,0,0,0,0,6,1,0,0,no,,environment；credential_or_provider,src/modules/open-platform/platform_config/index.ts,src/modules/open-platform/domain/platform_config/platformAiRuntimeConfig.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/platformAiRuntimeSmoke.ts,server_service,ai_runtime,132,no,2,2,2,2,0,2,1,0,0,no,,environment；network；credential_or_provider,src/modules/open-platform/ai_runtime/index.ts,src/modules/open-platform/domain/ai_runtime/platformAiRuntimeSmoke.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/platformAiUsageCostContract.ts,server_service,shared,189,no,1,1,1,1,0,2,1,0,0,no,,,src/modules/open-platform/shared/index.ts,src/modules/open-platform/domain/shared/platformAiUsageCostContract.ts,no,not_domain_or_contract；shared_owner
src/modules/open-platform/server/platformKnowledgeManagementApiContract.ts,server_service,knowledge,556,no,2,0,1,2,1,23,2,1,0,no,,,src/modules/open-platform/knowledge/index.ts,src/modules/open-platform/domain/knowledge/platformKnowledgeManagementApiContract.ts,no,not_domain_or_contract；cross_module_outbound；cross_module_inbound；too_many_consumers
src/modules/open-platform/server/tenant-account-management-repository.ts,server_repository,tenant_governance,126,no,6,4,2,5,1,3,2,0,1,no,,database,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/tenant-account-management-repository.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；reverse_dependency
src/modules/open-platform/server/tenant-account-management-service.ts,server_service,tenant_governance,185,no,6,2,0,5,5,3,1,0,0,no,,environment,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/tenant-account-management-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/tenant-commercial-records-repository.ts,server_repository,commercial_entitlement,68,no,4,3,1,3,0,6,2,0,0,no,,database,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-commercial-records-repository.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/tenant-management-repository.ts,server_repository,tenant_governance,150,no,4,3,1,3,0,3,2,0,0,no,,database,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/tenant-management-repository.ts,no,not_domain_or_contract；runtime_boundary
src/modules/open-platform/server/tenant-plan-binding-repository.ts,server_repository,commercial_entitlement,188,no,8,5,4,7,1,4,2,0,1,no,,database,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-plan-binding-repository.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；reverse_dependency
src/modules/open-platform/server/tenant-plan-binding-service.ts,server_service,commercial_entitlement,298,no,7,4,2,6,4,4,1,0,0,no,,environment,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-plan-binding-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/tenant-plan-change-repository.ts,server_repository,commercial_entitlement,306,no,8,5,4,7,1,3,2,0,1,no,,database,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-plan-change-repository.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；reverse_dependency
src/modules/open-platform/server/tenant-plan-change-service.ts,server_service,commercial_entitlement,434,no,6,4,3,5,2,5,2,0,0,no,,environment,src/modules/open-platform/commercial_entitlement/index.ts,src/modules/open-platform/domain/commercial_entitlement/tenant-plan-change-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/trial-data-reset-service.ts,server_service,tenant_governance,235,yes,5,3,0,4,2,2,1,0,0,no,,database,src/modules/open-platform/tenant_governance/index.ts,src/modules/open-platform/domain/tenant_governance/trial-data-reset-service.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/vendorProviderConfig.ts,server_service,provider_config,154,no,6,3,4,5,1,2,1,0,0,no,,credential_or_provider,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/vendorProviderConfig.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound；no_exports
src/modules/open-platform/server/vendorProviderConfigRepository.ts,server_repository,provider_config,111,no,5,3,2,4,0,9,2,1,1,no,,database；credential_or_provider,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/vendorProviderConfigRepository.ts,no,not_domain_or_contract；runtime_boundary；cross_module_inbound；reverse_dependency；too_many_consumers
src/modules/open-platform/server/vendorProviderConfigTypes.ts,server_service,provider_config,61,yes,3,0,2,3,1,6,3,0,0,no,,credential_or_provider,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/vendorProviderConfigTypes.ts,no,not_domain_or_contract；runtime_boundary；cross_module_outbound
src/modules/open-platform/server/vendorProviderSmoke.ts,server_service,provider_config,87,no,2,2,2,2,0,2,1,0,0,no,,credential_or_provider,src/modules/open-platform/provider_config/index.ts,src/modules/open-platform/domain/provider_config/vendorProviderSmoke.ts,no,not_domain_or_contract；runtime_boundary
