batch_order,batch_group,family_key,domains,phase18_strategy,route_count,versioned_route_count,unversioned_route_count,pair_status,http_methods,dynamic_route_count,current_risks,known_runtime_consumer_count,test_reference_file_count,replication_shape,admission_gate,block_reason,action_now,route_paths
2,client_migration_required,/api/institution/treatment-summaries,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,0,high,1,9,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/treatment-summaries/route.ts
2,client_migration_required,/api/institution/treatment-summaries/[summaryId],institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,PATCH,1,high,1,8,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/treatment-summaries/[summaryId]/route.ts
2,client_migration_required,/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,1,high,1,6,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions/route.ts
2,client_migration_required,/api/institution/treatment-summaries/[summaryId]/follow-up-tasks,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,POST,1,high,1,5,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/treatment-summaries/[summaryId]/follow-up-tasks/route.ts
2,client_migration_required,/api/institution/treatment-summaries/[summaryId]/void,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,POST,1,high,1,5,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/treatment-summaries/[summaryId]/void/route.ts
2,client_migration_required,/api/institution/wecom-customer-mapping,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET；POST,0,high,1,3,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/wecom-customer-mapping/route.ts
2,client_migration_required,/api/institution/wecom/customer-mapping-candidates,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,0,high,1,3,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/wecom/customer-mapping-candidates/route.ts
2,client_migration_required,/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,POST,1,high,1,5,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/route.ts
2,client_migration_required,/api/institution/wecom/external-contacts,institution,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,0,high,1,2,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/institution/wecom/external-contacts/route.ts
2,client_migration_required,/api/open-platform/ai-credit-metering-rules,open-platform,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET；POST,0,high,1,4,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/open-platform/ai-credit-metering-rules/route.ts
2,client_migration_required,/api/open-platform/ai-credit-metering-rules/[id],open-platform,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,PATCH,1,high,1,3,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/open-platform/ai-credit-metering-rules/[id]/route.ts
2,client_migration_required,/api/open-platform/ai-usage-credits,open-platform,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,0,high,1,4,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/open-platform/ai-usage-credits/route.ts
2,client_migration_required,/api/open-platform/audit-events,open-platform,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,0,high,1,5,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/open-platform/audit-events/route.ts
2,client_migration_required,/api/open-platform/wecom/customer-data-governance,open-platform,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,0,high,1,2,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/open-platform/wecom/customer-data-governance/route.ts
2,client_migration_required,/api/version,version,REQUIRE_CLIENT_MIGRATION,1,0,1,unversioned_only,GET,0,high,2,1,not_applicable,caller_inventory_complete_and_dual_entry_contract_approved,,none_audit_only,src/app/api/version/route.ts
3,observe_then_retire,/api/institution/real-channel-preflight/evaluate,institution,REQUIRE_OBSERVE_BEFORE_RETIRE,1,0,1,unversioned_only,POST,0,high,0,0,not_applicable,path_level_observation_available_and_external_unknown_reduced,,none_audit_only,src/app/api/institution/real-channel-preflight/evaluate/route.ts
3,observe_then_retire,/api/institution/wecom-official-dry-run-config/evaluate,institution,REQUIRE_OBSERVE_BEFORE_RETIRE,1,0,1,unversioned_only,POST,0,high,0,0,not_applicable,path_level_observation_available_and_external_unknown_reduced,,none_audit_only,src/app/api/institution/wecom-official-dry-run-config/evaluate/route.ts
4,keep_current,/api/institution/ai-models,institution,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/institution/ai-models/route.ts
4,keep_current,/api/knowledge-base/runtime/documents,knowledge-base,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/knowledge-base/runtime/documents/route.ts
4,keep_current,/api/knowledge-base/runtime/documents/upload,knowledge-base,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/knowledge-base/runtime/documents/upload/route.ts
4,keep_current,/api/knowledge-base/runtime/index-jobs,knowledge-base,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/knowledge-base/runtime/index-jobs/route.ts
4,keep_current,/api/knowledge-base/runtime/index-jobs/run,knowledge-base,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/knowledge-base/runtime/index-jobs/run/route.ts
4,keep_current,/api/knowledge-base/runtime/search,knowledge-base,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,3,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/knowledge-base/runtime/search/route.ts
4,keep_current,/api/open-platform/ai-model-config,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET；PUT,0,low,1,3,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-model-config/route.ts
4,keep_current,/api/open-platform/ai-model-config/sync,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-model-config/sync/route.ts
4,keep_current,/api/open-platform/ai-model-config/test,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-model-config/test/route.ts
4,keep_current,/api/open-platform/ai-readonly,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-readonly/route.ts
4,keep_current,/api/open-platform/ai-runtime/provider-config,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET；POST,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-runtime/provider-config/route.ts
4,keep_current,/api/open-platform/ai-runtime/smoke,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-runtime/smoke/route.ts
4,keep_current,/api/open-platform/ai-runtime/status,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-runtime/status/route.ts
4,keep_current,/api/open-platform/ai-usage,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/ai-usage/route.ts
4,keep_current,/api/open-platform/homepage-brand,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,2,4,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/homepage-brand/route.ts
4,keep_current,/api/open-platform/homepage-brand/assets,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/homepage-brand/assets/route.ts
4,keep_current,/api/open-platform/homepage-brand/draft,open-platform,KEEP_CURRENT,1,1,0,versioned_only,PUT,0,low,0,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/homepage-brand/draft/route.ts
4,keep_current,/api/open-platform/homepage-brand/publish,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/homepage-brand/publish/route.ts
4,keep_current,/api/open-platform/homepage-brand/rollback,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,0,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/homepage-brand/rollback/route.ts
4,keep_current,/api/open-platform/homepage-brand/versions,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,0,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/homepage-brand/versions/route.ts
4,keep_current,/api/open-platform/knowledge-management,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,2,9,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/route.ts
4,keep_current,/api/open-platform/knowledge-management/capabilities,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,0,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/capabilities/route.ts
4,keep_current,/api/open-platform/knowledge-management/directories,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/directories/route.ts
4,keep_current,/api/open-platform/knowledge-management/directories/[directoryId],open-platform,KEEP_CURRENT,1,1,0,versioned_only,DELETE；PATCH,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/directories/[directoryId]/route.ts
4,keep_current,/api/open-platform/knowledge-management/directories/reorder,open-platform,KEEP_CURRENT,1,1,0,versioned_only,PATCH,0,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/directories/reorder/route.ts
4,keep_current,/api/open-platform/knowledge-management/embeddings,open-platform,KEEP_CURRENT,1,1,0,versioned_only,POST,0,low,1,3,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/embeddings/route.ts
4,keep_current,/api/open-platform/knowledge-management/files,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,1,3,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/files/route.ts
4,keep_current,/api/open-platform/knowledge-management/items,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,0,low,2,5,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/items/route.ts
4,keep_current,/api/open-platform/knowledge-management/items/[knowledgeId]/files,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET；POST,1,low,1,3,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/route.ts
4,keep_current,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId],open-platform,KEEP_CURRENT,1,1,0,versioned_only,DELETE,1,low,1,3,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/route.ts
4,keep_current,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,1,low,1,2,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/download/route.ts
4,keep_current,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET；POST,1,low,1,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/route.ts
4,keep_current,/api/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks,open-platform,KEEP_CURRENT,1,1,0,versioned_only,GET,1,low,1,1,not_applicable,no_migration_required_preserve_current_path,,none_audit_only,src/app/api/v1/open-platform/knowledge-management/items/[knowledgeId]/files/[fileId]/parse/chunks/route.ts
