current_path,route_url,family_key,domain,version_class,api_version,http_methods,method_count,dynamic_segment_count,pair_status,current_risk,primary_recommended_action,primary_status,governance_scope,auxiliary_marker,page_or_component_reference_count,runtime_code_reference_count,test_reference_file_count,script_reference_file_count,documentation_reference_file_count,page_or_component_reference_files,runtime_code_reference_files,test_reference_files,script_reference_files,documentation_reference_files,caller_evidence_types,evidence_confidence,external_unknown_assumption,compatibility_strategy,compatibility_reason,compatibility_window,retirement_gate,rollback_requirement,minimum_observability,migration_now,phase19_eligible,pilot_rank,pilot_selection_tier
src/app/api/institution/customers/[customerId]/treatment-summaries/route.ts,/api/institution/customers/[customerId]/treatment-summaries,/api/institution/customers/[customerId]/treatment-summaries,institution,unversioned,unversioned,POST,1,1,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,1,6,0,5,,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/TreatmentSummaryApiRoutes.test.ts；src/modules/institution/tests/TreatmentSummaryCreateApiRoute.test.ts；src/modules/institution/tests/TreatmentSummaryDomain.test.ts；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,docs/devlog/2026-05-31.md；docs/roadmap/2026-05-30-clean-roadmap-from-rebuild-plan.md；docs/superpowers/plans/2026-05-31-phase13-treatment-summary-create-v1.md；docs/superpowers/specs/2026-05-31-phase13-treatment-summary-create-v1-design.md；docs/superpowers/specs/2026-05-31-phase14-treatment-summary-management-v1-design.md,documentation；external_unknown_possible；runtime_code；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/customers/[customerId]/wecom-reachout-safety/route.ts,/api/institution/customers/[customerId]/wecom-reachout-safety,/api/institution/customers/[customerId]/wecom-reachout-safety,institution,unversioned,unversioned,GET；POST,2,1,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,1,1,0,1,,src/modules/institution/client/trusted-reachout-safety-client.ts,src/modules/institution/tests/TrustedReachOutSafetyApiRoute.test.ts,,docs/implementation/v08-04f-fa-trusted-reachout-safety-foundation-01.md,documentation；external_unknown_possible；runtime_code；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/customers/import/route.ts,/api/institution/customers/import,/api/institution/customers/import,institution,unversioned,unversioned,POST；PUT,2,0,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,1,2,0,1,,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/CustomerImportApiRoute.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,docs/superpowers/plans/2026-07-17-institution-analytics-technical-plan.md,documentation；external_unknown_possible；runtime_code；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/customers/route.ts,/api/institution/customers,/api/institution/customers,institution,unversioned,unversioned,GET；PATCH；POST,3,0,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,2,16,0,16,,src/modules/institution/client/tenant-business-client.ts；src/modules/institution/client/trusted-reachout-safety-client.ts,src/modules/institution/tests/CareMutationAccessibility.test.tsx；src/modules/institution/tests/CustomerFollowUpFeedbackApiRoute.test.ts；src/modules/institution/tests/CustomerFollowUpOverviewApiRoute.test.ts；src/modules/institution/tests/CustomerFollowUpTimelineApiRoute.test.ts；src/modules/institution/tests/CustomerImportApiRoute.test.ts；src/modules/institution/tests/CustomerTimelineApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessApiRoutes.test.ts；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/TreatmentSummaryApiRoutes.test.ts；src/modules/institution/tests/TreatmentSummaryCreateApiRoute.test.ts；src/modules/institution/tests/TreatmentSummaryDomain.test.ts；src/modules/institution/tests/TrustedReachOutSafetyApiRoute.test.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseMvpE2EAcceptance.test.ts；src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,docs/devlog/2026-05-31.md；docs/operations/local-development.md；docs/product/plans/2026-07-02-system-staging-acceptance-01.md；docs/roadmap/2026-05-30-clean-roadmap-from-rebuild-plan.md；docs/superpowers/plans/2026-05-30-phase5-institution-business-real-api.md；docs/superpowers/plans/2026-05-30-tenant-persistence-phase3.md；docs/superpowers/plans/2026-05-30-tenant-persistence-phase4-writes.md；docs/superpowers/plans/2026-05-31-phase10-plan-quota-enforcement-light.md；docs/superpowers/plans/2026-05-31-phase6-workspace-entry-consistency.md；docs/superpowers/plans/2026-07-17-institution-customer-center-technical-plan.md；docs/superpowers/specs/2026-05-30-phase5-institution-business-real-api-design.md；docs/superpowers/specs/2026-05-30-tenant-persistence-phase3-design.md；docs/superpowers/specs/2026-05-31-phase10-plan-quota-enforcement-light-design.md；docs/superpowers/specs/2026-05-31-phase11-platform-commercial-health-v1-design.md；docs/superpowers/specs/2026-05-31-phase15-treatment-followup-link-v1-design.md；docs/superpowers/specs/2026-05-31-phase6-workspace-entry-consistency-design.md,documentation；external_unknown_possible；runtime_code；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/dashboard-stats/route.ts,/api/institution/dashboard-stats,/api/institution/dashboard-stats,institution,unversioned,unversioned,GET,1,0,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,0,1,0,1,,,src/modules/institution/tests/DashboardStatsLegacyApiRoute.test.ts,,docs/product/plans/2026-07-02-system-staging-acceptance-01.md,documentation；external_unknown_possible；test,repository_non_runtime_only,possible_not_observable_from_repository,REQUIRE_COMPATIBILITY_ENTRY,当前为非版本化唯一入口；虽未发现仓库内运行时调用，但存在测试、文档或仓库外未知客户端风险,retain_current_entry_during_pilot_and_observation,新入口稳定、已知调用方完成迁移且最低观测期无旧入口有效流量后方可提出退役,保留原入口；试点异常时撤销新入口和调用方修改,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,yes,2,A_unversioned_tested_no_runtime_consumer
src/app/api/institution/entitlement-usage/route.ts,/api/institution/entitlement-usage,/api/institution/entitlement-usage,institution,unversioned,unversioned,GET,1,0,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,2,0,3,0,7,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx；src/modules/workspace/components/InstitutionWorkspace.tsx,,src/modules/institution/tests/InstitutionEntitlementUsageApiRoute.test.ts；src/modules/institution/tests/InstitutionKnowledgeReadonlyShell.test.tsx；src/modules/institution/tests/WeComCustomerMappingCandidatesReadonlyPanel.test.tsx,,docs/product/acceptance/2026-07-06-v06-kb-end-to-end-acceptance-04a.md；docs/product/plans/2026-07-02-system-staging-acceptance-01.md；docs/product/plans/2026-07-04-v06-kb-real-operations-02a-local-migration-root-cause-record.md；docs/product/plans/v06-ai-credits-metering-plan-01.md；docs/product/plans/v08-04f-c-internal-message-proof-result-01.md；docs/product/plans/v08-04f-d-customer-contact-readonly-proof-plan-01.md；docs/product/plans/v08-04f-d4-customer-contact-readonly-proof-result-01.md,documentation；external_unknown_possible；page_or_component；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/follow-up-path-analysis/route.ts,/api/institution/follow-up-path-analysis,/api/institution/follow-up-path-analysis,institution,unversioned,unversioned,GET,1,0,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,1,0,4,0,4,src/modules/workspace/components/InstitutionWorkspace.tsx,,src/modules/institution/tests/FollowUpPathAnalysisApiRoutes.test.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseMvpE2EAcceptance.test.ts；src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,docs/devlog/2026-05-31.md；docs/roadmap/2026-05-30-clean-roadmap-from-rebuild-plan.md；docs/superpowers/plans/2026-06-03-phase21-followup-path-analysis-v1.md；docs/superpowers/specs/2026-06-03-phase21-followup-path-analysis-v1-design.md,documentation；external_unknown_possible；page_or_component；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/followup-message-drafts/[draftId]/approve/route.ts,/api/institution/followup-message-drafts/[draftId]/approve,/api/institution/followup-message-drafts/[draftId]/approve,institution,unversioned,unversioned,POST,1,1,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,1,2,0,1,,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,docs/product/plans/2026-07-06-v06-followup-message-draft-01b.md,documentation；external_unknown_possible；runtime_code；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/followup-message-drafts/[draftId]/mark-sent/route.ts,/api/institution/followup-message-drafts/[draftId]/mark-sent,/api/institution/followup-message-drafts/[draftId]/mark-sent,institution,unversioned,unversioned,POST,1,1,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,1,2,0,1,,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,docs/product/plans/2026-07-06-v06-followup-message-draft-01b.md,documentation；external_unknown_possible；runtime_code；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
src/app/api/institution/followup-message-drafts/[draftId]/reject/route.ts,/api/institution/followup-message-drafts/[draftId]/reject,/api/institution/followup-message-drafts/[draftId]/reject,institution,unversioned,unversioned,POST,1,1,unversioned_only,high,API_VERSION_REVIEW,pending,primary_action,,0,1,1,0,1,,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts,,docs/product/plans/2026-07-06-v06-followup-message-draft-01b.md,documentation；external_unknown_possible；runtime_code；test,repository_runtime_lower_bound,possible_not_observable_from_repository,REQUIRE_CLIENT_MIGRATION,存在仓库内运行时代码、页面组件或脚本调用证据，必须先迁移调用方并维持兼容入口,dual_entry_until_known_callers_migrated_and_observed,全部已知调用方完成迁移、回归验证通过且旧入口最低观测期无有效流量后方可提出退役,原入口继续可用；调用方可逐项回切到原路径,按 route_url、HTTP method、status code、认证范围和租户范围记录聚合计数；禁止记录请求体、响应体、凭证或客户数据,no,no,,
