family_key,domains,route_count,versioned_route_count,unversioned_route_count,pair_status,phase11_candidate_count,phase12_gap_count,http_methods,runtime_reference_file_count,test_reference_file_count,dynamic_route_count,current_matrix_actions,governance_priority,migration_ready,route_paths,runtime_reference_files,recommended_next_action
/api/institution/treatment-summaries/[summaryId],institution,1,0,1,unversioned_only,1,0,PATCH,1,8,1,API_VERSION_REVIEW,P2,no,src/app/api/institution/treatment-summaries/[summaryId]/route.ts,src/modules/institution/client/tenant-business-client.ts,保持原路径；明确是否需要版本化入口
/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions,institution,1,0,1,unversioned_only,1,0,GET,1,6,1,API_VERSION_REVIEW,P2,no,src/app/api/institution/treatment-summaries/[summaryId]/follow-up-suggestions/route.ts,src/modules/institution/client/tenant-business-client.ts,保持原路径；明确是否需要版本化入口
/api/institution/treatment-summaries/[summaryId]/follow-up-tasks,institution,1,0,1,unversioned_only,1,0,POST,1,5,1,API_VERSION_REVIEW,P2,no,src/app/api/institution/treatment-summaries/[summaryId]/follow-up-tasks/route.ts,src/modules/institution/client/tenant-business-client.ts,保持原路径；明确是否需要版本化入口
/api/institution/treatment-summaries/[summaryId]/void,institution,1,0,1,unversioned_only,1,0,POST,1,5,1,API_VERSION_REVIEW,P2,no,src/app/api/institution/treatment-summaries/[summaryId]/void/route.ts,src/modules/institution/client/tenant-business-client.ts,保持原路径；明确是否需要版本化入口
/api/institution/wecom-customer-contact-precheck,institution,1,0,1,unversioned_only,1,0,GET；POST,0,1,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-customer-contact-precheck/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-customer-contact-readonly-proof,institution,1,0,1,unversioned_only,1,0,GET；POST,0,2,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-customer-contact-readonly-proof/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-customer-contact-readonly-proof-mock,institution,1,0,1,unversioned_only,0,1,GET；POST,0,1,0,RUNTIME_BOUNDARY_CONFIRMED_KEEP_CURRENT,P2,no,src/app/api/institution/wecom-customer-contact-readonly-proof-mock/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-customer-mapping,institution,1,0,1,unversioned_only,1,0,GET；POST,1,3,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-customer-mapping/route.ts,src/modules/institution/client/wecom-customer-mapping-client.ts,保持原路径；明确是否需要版本化入口
/api/institution/wecom-official-dry-run,institution,1,0,1,unversioned_only,1,0,GET,0,3,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-official-dry-run/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-official-dry-run-config,institution,1,0,1,unversioned_only,1,0,GET；POST,0,1,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-official-dry-run-config/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-official-dry-run-config/evaluate,institution,1,0,1,unversioned_only,1,0,POST,0,0,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-official-dry-run-config/evaluate/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-official-dry-run-snapshot,institution,1,0,1,unversioned_only,1,0,GET；POST,0,1,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-official-dry-run-snapshot/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-official-dry-run/evaluate,institution,1,0,1,unversioned_only,1,0,POST,0,1,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-official-dry-run/evaluate/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-official-internal-message-proof,institution,1,0,1,unversioned_only,1,0,GET；POST,0,1,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-official-internal-message-proof/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom-official-secret-precheck,institution,1,0,1,unversioned_only,1,0,GET；POST,0,1,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom-official-secret-precheck/route.ts,,保持原路径；明确是否需要版本化入口
/api/institution/wecom/customer-mapping-candidates,institution,1,0,1,unversioned_only,1,0,GET,1,3,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom/customer-mapping-candidates/route.ts,src/modules/institution/components/WeComCustomerMappingCandidatesReadonlyPanel.tsx,保持原路径；明确是否需要版本化入口
/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions,institution,1,0,1,unversioned_only,1,0,POST,1,5,1,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom/customer-mapping-reviews/[mappingId]/actions/route.ts,src/modules/institution/client/wecom-customer-mapping-review-actions-client.ts,保持原路径；明确是否需要版本化入口
/api/institution/wecom/external-contacts,institution,1,0,1,unversioned_only,1,0,GET,1,2,0,API_VERSION_REVIEW,P2,no,src/app/api/institution/wecom/external-contacts/route.ts,src/modules/institution/components/WeComExternalContactReadonlyPanel.tsx,保持原路径；明确是否需要版本化入口
/api/knowledge-base/demo-readonly,knowledge-base,1,1,0,versioned_only,0,1,GET,1,4,0,RUNTIME_BOUNDARY_CONFIRMED_KEEP_CURRENT,P1,no,src/app/api/v1/knowledge-base/demo-readonly/route.ts,src/modules/workspace/components/InstitutionWorkspace.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/knowledge-base/runtime/documents,knowledge-base,1,1,0,versioned_only,0,1,GET,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/knowledge-base/runtime/documents/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/knowledge-base/runtime/documents/upload,knowledge-base,1,1,0,versioned_only,0,1,POST,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/knowledge-base/runtime/documents/upload/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/knowledge-base/runtime/index-jobs,knowledge-base,1,1,0,versioned_only,0,1,GET,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/knowledge-base/runtime/index-jobs/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/knowledge-base/runtime/index-jobs/run,knowledge-base,1,1,0,versioned_only,0,1,POST,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/knowledge-base/runtime/index-jobs/run/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/knowledge-base/runtime/search,knowledge-base,1,1,0,versioned_only,0,1,GET,1,3,0,KEEP_REVIEW,P1,no,src/app/api/v1/knowledge-base/runtime/search/route.ts,src/modules/workspace/components/InstitutionWorkspace.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-credit-metering-rules,open-platform,1,0,1,unversioned_only,1,0,GET；POST,1,4,0,API_VERSION_REVIEW,P2,no,src/app/api/open-platform/ai-credit-metering-rules/route.ts,src/modules/open-platform/client/platform-ai-credit-metering-rules-client.ts,保持原路径；明确是否需要版本化入口
/api/open-platform/ai-credit-metering-rules/[id],open-platform,1,0,1,unversioned_only,1,0,PATCH,1,3,1,API_VERSION_REVIEW,P2,no,src/app/api/open-platform/ai-credit-metering-rules/[id]/route.ts,src/modules/open-platform/client/platform-ai-credit-metering-rules-client.ts,保持原路径；明确是否需要版本化入口
/api/open-platform/ai-model-config,open-platform,1,1,0,versioned_only,0,1,GET；PUT,1,3,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-model-config/route.ts,src/modules/open-platform/components/OpenPlatformAiModelConfigPanel.tsx,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-model-config/sync,open-platform,1,1,0,versioned_only,0,1,POST,0,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-model-config/sync/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-model-config/test,open-platform,1,1,0,versioned_only,0,1,POST,0,2,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-model-config/test/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-readonly,open-platform,1,1,0,versioned_only,0,1,GET,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-readonly/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-runtime/provider-config,open-platform,1,1,0,versioned_only,0,1,GET；POST,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-runtime/provider-config/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
/api/open-platform/ai-runtime/smoke,open-platform,1,1,0,versioned_only,0,1,POST,0,1,0,KEEP_REVIEW,P1,no,src/app/api/v1/open-platform/ai-runtime/smoke/route.ts,,先补齐矩阵分类并核对是否存在仓库外非版本化客户端
