original_path,current_path,role,owner,loc,import_count,inbound_consumer_count,test_consumer_count,cross_module_outbound_count,cross_module_inbound_count,reverse_dependency_count,cycle_member,runtime_boundary_tokens,governance_category,classification_reason,recommended_action,stable_entry_suggestion
src/modules/institution/components/InstitutionCapabilityOffPage.tsx,src/modules/institution/components/InstitutionCapabilityOffPage.tsx,component,shared,182,4,2,1,2,1,0,no,,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx,src/modules/institution/components/InstitutionKnowledgeBaseCardPanel.tsx,component,knowledge,1587,5,2,1,1,0,0,no,network；react；browser_runtime,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/knowledge/index.ts
src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,component,knowledge,2334,8,2,1,2,1,0,no,network；react；browser_runtime,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/knowledge/index.ts
src/modules/institution/components/InstitutionNavigationShell.tsx,src/modules/institution/components/InstitutionNavigationShell.tsx,component,shared,341,5,3,1,2,2,0,no,react；browser_runtime,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/components/InstitutionPageState.tsx,src/modules/institution/components/InstitutionPageState.tsx,component,shared,162,5,14,1,1,2,0,no,react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/components/InstitutionSectionHeader.tsx,src/modules/institution/components/InstitutionSectionHeader.tsx,component,shared,48,2,9,1,1,0,0,no,react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/components/OpportunityPoolShell.tsx,src/modules/institution/components/OpportunityPoolShell.tsx,component,opportunity,28,0,2,1,0,1,0,no,react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/opportunity/index.ts
src/modules/institution/components/SmartFollowUpShell.tsx,src/modules/institution/components/SmartFollowUpShell.tsx,component,followup,1472,15,4,3,0,1,0,no,react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/followup/index.ts
src/modules/institution/components/TreatmentSummaryManagementShell.tsx,src/modules/institution/components/TreatmentSummaryManagementShell.tsx,component,treatment,1563,10,2,1,1,1,0,no,environment；react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/treatment/index.ts
src/modules/institution/components/TrustedReachOutSafetyPanel.tsx,src/modules/institution/components/TrustedReachOutSafetyPanel.tsx,component,shared,92,3,2,1,0,0,0,no,network；react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/shared/index.ts
src/modules/institution/components/WeComCustomerMappingCandidatesReadonlyPanel.tsx,src/modules/institution/components/WeComCustomerMappingCandidatesReadonlyPanel.tsx,component,wecom,681,5,2,1,0,1,0,no,network；react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/wecom/index.ts
src/modules/institution/components/WeComCustomerMappingPanel.tsx,src/modules/institution/components/WeComCustomerMappingPanel.tsx,component,wecom,265,5,2,1,0,0,0,no,network；react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/wecom/index.ts
src/modules/institution/components/WeComExternalContactReadonlyPanel.tsx,src/modules/institution/components/WeComExternalContactReadonlyPanel.tsx,component,wecom,463,5,2,1,0,1,0,no,network；react,keep_current,component_managed_in_place,keep_current_until_dedicated_ui_or_test_governance,src/modules/institution/wecom/index.ts
src/modules/institution/domain/ai-auto-strategy.ts,src/modules/institution/domain/ai-auto-strategy.ts,domain,ai,594,3,4,1,2,0,0,yes,environment；external_channel,protected_boundary,runtime_boundary:environment；external_channel；cross_module_outbound；cycle_member,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/ai/index.ts
src/modules/institution/domain/ai-conversation-workbench.ts,src/modules/institution/domain/ai-conversation-workbench.ts,domain,ai,1383,7,4,1,1,0,0,yes,environment；network；external_channel,protected_boundary,runtime_boundary:environment；network；external_channel；cross_module_outbound；cycle_member,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/ai/index.ts
src/modules/institution/domain/ai-credits-metering.ts,src/modules/institution/domain/ai-credits-metering.ts,domain,ai,277,0,5,2,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/ai/index.ts
src/modules/institution/domain/appointment-records.ts,src/modules/institution/domain/appointment-records.ts,domain,appointment,53,2,13,5,2,3,0,no,,protected_boundary,cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/appointment/index.ts
src/modules/institution/domain/appointments.ts,src/modules/institution/domain/appointment/appointments.ts,domain,appointment,24,0,1,1,0,0,0,no,,completed_pilot,completed_phase_23_pure_domain_pilot,preserve_traceability_and_rollback_path,src/modules/institution/domain/appointment/index.ts
src/modules/institution/domain/customer-import.ts,src/modules/institution/domain/customer-import.ts,domain,customer,31,1,4,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/customer/index.ts
src/modules/institution/domain/customer-records.ts,src/modules/institution/domain/customer-records.ts,domain,customer,104,2,25,10,2,3,0,no,,protected_boundary,cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/customer/index.ts
src/modules/institution/domain/customer-timeline.ts,src/modules/institution/domain/customer-timeline.ts,domain,customer,275,7,6,3,2,1,0,no,,protected_boundary,cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/customer/index.ts
src/modules/institution/domain/customers.ts,src/modules/institution/domain/customers.ts,domain,customer,31,0,1,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/customer/index.ts
src/modules/institution/domain/entitlement-usage-view.ts,src/modules/institution/domain/entitlement-usage-view.ts,domain,entitlement,220,1,2,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/entitlement/index.ts
src/modules/institution/domain/followup-contact-safety.ts,src/modules/institution/domain/followup-contact-safety.ts,domain,followup,254,1,4,1,0,0,0,yes,,protected_boundary,cycle_member,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followup-customer-timeline.ts,src/modules/institution/domain/followup-customer-timeline.ts,domain,followup,132,1,7,1,0,0,0,no,,defer,many_consumers,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followup-message-deliveries.ts,src/modules/institution/domain/followup-message-deliveries.ts,domain,followup,545,7,14,4,0,0,0,yes,,protected_boundary,cycle_member,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followup-message-drafts.ts,src/modules/institution/domain/followup-message-drafts.ts,domain,followup,520,2,16,5,0,0,0,no,,defer,many_consumers,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followup-operations-dashboard.ts,src/modules/institution/domain/followup-operations-dashboard.ts,domain,followup,467,11,5,1,0,0,0,no,,defer,high_import_count,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followup-path-analysis.ts,src/modules/institution/domain/followup-path-analysis.ts,domain,followup,274,3,3,1,0,1,0,no,,protected_boundary,cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followup-path-enrollment.ts,src/modules/institution/domain/followup-path-enrollment.ts,domain,followup,296,3,7,2,0,0,0,no,,defer,many_consumers,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followup-workflow.ts,src/modules/institution/domain/followup-workflow.ts,domain,followup,112,2,30,6,2,3,0,no,,protected_boundary,cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/followups.ts,src/modules/institution/domain/followups.ts,domain,followup,27,0,2,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/institution-knowledge-management.ts,src/modules/institution/domain/institution-knowledge-management.ts,domain,knowledge,125,2,6,1,2,0,1,no,,protected_boundary,cross_module_outbound；reverse_dependency,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/knowledge/index.ts
src/modules/institution/domain/opportunity-pool.ts,src/modules/institution/domain/opportunity-pool.ts,domain,opportunity,54,1,1,0,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/opportunity/index.ts
src/modules/institution/domain/package-ai-quota-contract.ts,src/modules/institution/domain/package-ai-quota-contract.ts,domain,entitlement,714,0,6,3,0,1,0,no,,protected_boundary,cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/entitlement/index.ts
src/modules/institution/domain/quota-enforcement.ts,src/modules/institution/domain/quota-enforcement.ts,domain,entitlement,323,0,9,3,0,3,0,no,,protected_boundary,cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/entitlement/index.ts
src/modules/institution/domain/real-channel-preflight.ts,src/modules/institution/domain/real-channel-preflight.ts,domain,shared,435,5,5,1,3,0,0,yes,external_channel,protected_boundary,runtime_boundary:external_channel；cross_module_outbound；cycle_member；shared_owner,change_only_under_separate_boundary_review,src/modules/institution/domain/shared/index.ts
src/modules/institution/domain/standard-treatment-event.ts,src/modules/institution/domain/standard-treatment-event.ts,domain,treatment,169,1,3,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/treatment/index.ts
src/modules/institution/domain/tenant-business-view-models.ts,src/modules/institution/domain/tenant-business-view-models.ts,domain,ai,183,3,7,1,0,1,0,no,,protected_boundary,cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/ai/index.ts
src/modules/institution/domain/treatment-followup-suggestions.ts,src/modules/institution/domain/treatment-followup-suggestions.ts,domain,followup,448,2,10,2,0,1,0,no,environment,protected_boundary,runtime_boundary:environment；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/followup/index.ts
src/modules/institution/domain/treatment-path-templates.ts,src/modules/institution/domain/treatment-path-templates.ts,domain,treatment,482,1,9,1,0,0,0,no,,defer,many_consumers,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/domain/treatment/index.ts
src/modules/institution/domain/treatment-summaries.ts,src/modules/institution/domain/treatment-summaries.ts,domain,treatment,159,1,21,7,0,2,0,no,,protected_boundary,cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/treatment/index.ts
src/modules/institution/domain/trusted-reachout-safety.ts,src/modules/institution/domain/trusted-reachout-safety.ts,domain,shared,94,0,7,1,0,0,0,no,,keep_current,shared_owner_requires_explicit_ownership_decision,keep_current_until_owner_is_resolved,src/modules/institution/domain/shared/index.ts
src/modules/institution/domain/wecom-authorization.ts,src/modules/institution/domain/wecom-authorization.ts,domain,wecom,372,0,16,6,0,0,0,no,,defer,many_consumers,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-controlled-reachout.ts,src/modules/institution/domain/wecom-controlled-reachout.ts,domain,wecom,336,7,5,1,1,0,2,no,external_channel,protected_boundary,runtime_boundary:external_channel；cross_module_outbound；reverse_dependency,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-broadcast-task-outcome.ts,src/modules/institution/domain/wecom-customer-broadcast-task-outcome.ts,domain,wecom,283,0,4,2,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-broadcast-task-provider.ts,src/modules/institution/domain/wecom-customer-broadcast-task-provider.ts,domain,wecom,88,0,6,2,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-contact-precheck.ts,src/modules/institution/domain/wecom-customer-contact-precheck.ts,domain,wecom,71,0,4,2,0,0,0,no,external_channel,protected_boundary,runtime_boundary:external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-contact-readonly-proof-mock.ts,src/modules/institution/domain/wecom-customer-contact-readonly-proof-mock.ts,domain,wecom,159,1,1,1,0,0,0,no,external_channel,protected_boundary,runtime_boundary:external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-contact-readonly-proof.ts,src/modules/institution/domain/wecom-customer-contact-readonly-proof.ts,domain,wecom,325,0,2,1,0,0,0,no,environment；external_channel,protected_boundary,runtime_boundary:environment；external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-contact.ts,src/modules/institution/domain/wecom-customer-contact.ts,domain,wecom,425,2,11,5,0,0,0,no,,defer,many_consumers,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-mapping-review-actions.ts,src/modules/institution/domain/wecom-customer-mapping-review-actions.ts,domain,wecom,1114,2,8,3,0,1,0,no,external_channel,protected_boundary,runtime_boundary:external_channel；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-mapping-review.ts,src/modules/institution/domain/wecom-customer-mapping-review.ts,domain,wecom,5111,2,4,2,0,0,0,no,external_channel,protected_boundary,runtime_boundary:external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-customer-mapping.ts,src/modules/institution/domain/wecom-customer-mapping.ts,domain,wecom,112,0,5,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-external-contact-readonly.ts,src/modules/institution/domain/wecom-external-contact-readonly.ts,domain,wecom,647,0,6,2,0,2,0,no,,protected_boundary,cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-official-dry-run-config.ts,src/modules/institution/domain/wecom-official-dry-run-config.ts,domain,wecom,413,3,5,1,2,0,0,yes,environment；network；external_channel,protected_boundary,runtime_boundary:environment；network；external_channel；cross_module_outbound；cycle_member,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-official-dry-run.ts,src/modules/institution/domain/wecom-official-dry-run.ts,domain,wecom,426,4,2,1,2,0,0,yes,environment；external_channel,protected_boundary,runtime_boundary:environment；external_channel；cross_module_outbound；cycle_member,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-official-internal-message-proof.ts,src/modules/institution/domain/wecom-official-internal-message-proof.ts,domain,wecom,313,0,2,1,0,0,0,no,environment；external_channel,protected_boundary,runtime_boundary:environment；external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-official-secret-precheck.ts,src/modules/institution/domain/wecom-official-secret-precheck.ts,domain,wecom,244,0,2,1,0,0,0,no,environment；external_channel,protected_boundary,runtime_boundary:environment；external_channel,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-reachout-mock.ts,src/modules/institution/domain/wecom-reachout-mock.ts,domain,wecom,418,6,8,2,0,0,0,yes,,protected_boundary,cycle_member,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/domain/wecom-real-send-proof.ts,src/modules/institution/domain/wecom-real-send-proof.ts,domain,wecom,371,2,5,2,1,0,0,no,external_channel,protected_boundary,runtime_boundary:external_channel；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/domain/wecom/index.ts
src/modules/institution/server/package-ai-quota-readonly-source.ts,src/modules/institution/entitlement/package-ai-quota-readonly-source.ts,server_service,entitlement,287,1,2,1,0,0,0,no,,completed_pilot,completed_phase_24_service_boundary_pilot,preserve_traceability_and_rollback_path,src/modules/institution/entitlement/index.ts
src/modules/institution/server/ai-credit-metering-rules-repository.ts,src/modules/institution/server/ai-credit-metering-rules-repository.ts,server_repository,ai,156,4,3,2,2,0,0,no,database,protected_boundary,server_repository；runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/ai/index.ts
src/modules/institution/server/customer-import.ts,src/modules/institution/server/customer-import.ts,server_service,customer,144,3,2,2,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/customer/index.ts
src/modules/institution/server/entitlement-usage-service.ts,src/modules/institution/server/entitlement-usage-service.ts,server_service,entitlement,118,3,1,0,1,1,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/entitlement/index.ts
src/modules/institution/server/follow-up-task-query-parser.ts,src/modules/institution/server/follow-up-task-query-parser.ts,server_service,followup,83,0,1,0,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/followup/index.ts
src/modules/institution/server/followup-customer-timeline-service.ts,src/modules/institution/server/followup-customer-timeline-service.ts,server_service,followup,464,10,3,1,2,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/followup/index.ts
src/modules/institution/server/followup-message-draft-api.ts,src/modules/institution/server/followup-message-draft-api.ts,server_service,followup,110,3,0,0,2,0,0,no,next_runtime,protected_boundary,runtime_boundary:next_runtime；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/followup/index.ts
src/modules/institution/server/followup-message-draft-service.ts,src/modules/institution/server/followup-message-draft-service.ts,server_service,followup,505,8,1,1,4,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/followup/index.ts
src/modules/institution/server/followup-operations-dashboard-service.ts,src/modules/institution/server/followup-operations-dashboard-service.ts,server_service,followup,176,4,0,0,2,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/followup/index.ts
src/modules/institution/server/followup-path-analysis-service.ts,src/modules/institution/server/followup-path-analysis-service.ts,server_service,followup,77,5,0,0,1,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/followup/index.ts
src/modules/institution/server/followup-path-enrollment-service.ts,src/modules/institution/server/followup-path-enrollment-service.ts,server_service,followup,336,9,1,1,2,0,0,no,,protected_boundary,cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/followup/index.ts
src/modules/institution/server/his-connection-credential-compensation-job-queue-repository.ts,src/modules/institution/server/his-connection-credential-compensation-job-queue-repository.ts,server_repository,his,848,5,3,2,2,0,0,no,database；environment,protected_boundary,server_repository；runtime_boundary:database；environment；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-compensation-operation-repository.ts,src/modules/institution/server/his-connection-credential-compensation-operation-repository.ts,server_repository,his,630,5,3,2,2,0,0,no,database；environment,protected_boundary,server_repository；runtime_boundary:database；environment；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-compensation-retry-policy.ts,src/modules/institution/server/his-connection-credential-compensation-retry-policy.ts,server_service,his,236,0,2,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-compensation-worker.ts,src/modules/institution/server/his-connection-credential-compensation-worker.ts,server_service,his,924,4,1,1,0,0,0,no,,defer,large_file,revisit_after_open_platform_and_cross_module_phases,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-dto.ts,src/modules/institution/server/his-connection-credential-dto.ts,server_service,his,42,0,2,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-input.ts,src/modules/institution/server/his-connection-credential-input.ts,server_service,his,267,0,2,1,0,0,0,no,environment,protected_boundary,runtime_boundary:environment,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-provider-failure.ts,src/modules/institution/server/his-connection-credential-provider-failure.ts,server_service,his,329,1,6,2,0,1,0,no,environment,protected_boundary,runtime_boundary:environment；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-service.ts,src/modules/institution/server/his-connection-credential-service.ts,server_service,his,426,9,1,1,4,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-credential-storage.ts,src/modules/institution/server/his-connection-credential-storage.ts,server_service,his,305,1,3,2,0,0,0,no,environment,protected_boundary,runtime_boundary:environment,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-repository.ts,src/modules/institution/server/his-connection-repository.ts,server_repository,his,982,4,10,5,2,0,0,no,database；environment,protected_boundary,server_repository；runtime_boundary:database；environment；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-status-service.ts,src/modules/institution/server/his-connection-status-service.ts,server_service,his,242,5,1,1,4,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-test-connection-fake-provider.ts,src/modules/institution/server/his-connection-test-connection-fake-provider.ts,server_service,his,199,1,2,1,0,0,0,no,,migrate_candidate,owned_core_file_without_runtime_or_dependency_hazard,future_single_file_pilot_after_separate_authorization,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-test-connection-service.ts,src/modules/institution/server/his-connection-test-connection-service.ts,server_service,his,344,6,1,1,4,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-write-input.ts,src/modules/institution/server/his-connection-write-input.ts,server_service,his,210,0,3,2,0,0,0,no,environment,protected_boundary,runtime_boundary:environment,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/his-connection-write-service.ts,src/modules/institution/server/his-connection-write-service.ts,server_service,his,325,6,1,1,4,0,0,no,database,protected_boundary,runtime_boundary:database；cross_module_outbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/his/index.ts
src/modules/institution/server/institution-ai-call-service.ts,src/modules/institution/server/institution-ai-call-service.ts,server_service,ai,1013,8,6,3,3,1,0,no,environment；network,protected_boundary,runtime_boundary:environment；network；cross_module_outbound；cross_module_inbound,change_only_under_separate_runtime_or_dependency_review,src/modules/institution/ai/index.ts
