path,route_url,version_class,api_version,domain,family_key,http_methods,method_count,dynamic_segment_count,dynamic_segments,runtime_reference_file_count,test_reference_file_count,script_reference_file_count,runtime_reference_files,test_reference_files,script_reference_files,classification_scope,matrix_presence,current_category,current_recommended_action,current_recommended_target,current_risk,current_phase,current_manual_review_required,current_status,proposal_required,proposed_action,proposal_reason,move_now,migration_ready
src/app/api/institution/customers/[customerId]/treatment-summaries/route.ts,/api/institution/customers/[customerId]/treatment-summaries,unversioned,unversioned,institution,/api/institution/customers/[customerId]/treatment-summaries,POST,1,1,customerId,1,6,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/TreatmentSummaryApiRoutes.test.ts；src/modules/institution/tests/TreatmentSummaryCreateApiRoute.test.ts；src/modules/institution/tests/TreatmentSummaryDomain.test.ts；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/customers/[customerId]/wecom-reachout-safety/route.ts,/api/institution/customers/[customerId]/wecom-reachout-safety,unversioned,unversioned,institution,/api/institution/customers/[customerId]/wecom-reachout-safety,GET；POST,2,1,customerId,1,1,0,src/modules/institution/client/trusted-reachout-safety-client.ts,src/modules/institution/tests/TrustedReachOutSafetyApiRoute.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/customers/import/route.ts,/api/institution/customers/import,unversioned,unversioned,institution,/api/institution/customers/import,POST；PUT,2,0,,1,2,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/CustomerImportApiRoute.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/customers/route.ts,/api/institution/customers,unversioned,unversioned,institution,/api/institution/customers,GET；PATCH；POST,3,0,,2,16,0,src/modules/institution/client/tenant-business-client.ts；src/modules/institution/client/trusted-reachout-safety-client.ts,src/modules/institution/tests/CareMutationAccessibility.test.tsx；src/modules/institution/tests/CustomerFollowUpFeedbackApiRoute.test.ts；src/modules/institution/tests/CustomerFollowUpOverviewApiRoute.test.ts；src/modules/institution/tests/CustomerFollowUpTimelineApiRoute.test.ts；src/modules/institution/tests/CustomerImportApiRoute.test.ts；src/modules/institution/tests/CustomerTimelineApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessApiRoutes.test.ts；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/TreatmentSummaryApiRoutes.test.ts；src/modules/institution/tests/TreatmentSummaryCreateApiRoute.test.ts；src/modules/institution/tests/TreatmentSummaryDomain.test.ts；src/modules/institution/tests/TrustedReachOutSafetyApiRoute.test.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseMvpE2EAcceptance.test.ts；src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/dashboard-stats/route.ts,/api/institution/dashboard-stats,unversioned,unversioned,institution,/api/institution/dashboard-stats,GET,1,0,,0,1,0,,src/modules/institution/tests/DashboardStatsLegacyApiRoute.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/entitlement-usage/route.ts,/api/institution/entitlement-usage,unversioned,unversioned,institution,/api/institution/entitlement-usage,GET,1,0,,2,3,0,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx；src/modules/workspace/components/InstitutionWorkspace.tsx,src/modules/institution/tests/InstitutionEntitlementUsageApiRoute.test.ts；src/modules/institution/tests/InstitutionKnowledgeReadonlyShell.test.tsx；src/modules/institution/tests/WeComCustomerMappingCandidatesReadonlyPanel.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/follow-up-path-analysis/route.ts,/api/institution/follow-up-path-analysis,unversioned,unversioned,institution,/api/institution/follow-up-path-analysis,GET,1,0,,1,4,0,src/modules/workspace/components/InstitutionWorkspace.tsx,src/modules/institution/tests/FollowUpPathAnalysisApiRoutes.test.ts；src/modules/knowledge-base/tests/V1KnowledgeBaseMvpE2EAcceptance.test.ts；src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-drafts/[draftId]/approve/route.ts,/api/institution/followup-message-drafts/[draftId]/approve,unversioned,unversioned,institution,/api/institution/followup-message-drafts/[draftId]/approve,POST,1,1,draftId,1,2,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-drafts/[draftId]/mark-sent/route.ts,/api/institution/followup-message-drafts/[draftId]/mark-sent,unversioned,unversioned,institution,/api/institution/followup-message-drafts/[draftId]/mark-sent,POST,1,1,draftId,1,2,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-drafts/[draftId]/reject/route.ts,/api/institution/followup-message-drafts/[draftId]/reject,unversioned,unversioned,institution,/api/institution/followup-message-drafts/[draftId]/reject,POST,1,1,draftId,1,1,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-drafts/[draftId]/route.ts,/api/institution/followup-message-drafts/[draftId],unversioned,unversioned,institution,/api/institution/followup-message-drafts/[draftId],PATCH,1,1,draftId,1,5,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/WeComControlledReachOutApiRoute.test.ts；src/modules/institution/tests/WeComCustomerBroadcastTaskApiRoute.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout/route.ts,/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout,unversioned,unversioned,institution,/api/institution/followup-message-drafts/[draftId]/wecom-controlled-reachout,GET；POST,2,1,draftId,1,3,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/WeComControlledReachOutApiRoute.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task/route.ts,/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task,unversioned,unversioned,institution,/api/institution/followup-message-drafts/[draftId]/wecom-customer-broadcast-task,GET；POST,2,1,draftId,0,1,0,,src/modules/institution/tests/WeComCustomerBroadcastTaskApiRoute.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-drafts/route.ts,/api/institution/followup-message-drafts,unversioned,unversioned,institution,/api/institution/followup-message-drafts,GET；POST,2,0,,1,6,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/CareMutationAccessibility.test.tsx；src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/WeComControlledReachOutApiRoute.test.ts；src/modules/institution/tests/WeComCustomerBroadcastTaskApiRoute.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-message-templates/route.ts,/api/institution/followup-message-templates,unversioned,unversioned,institution,/api/institution/followup-message-templates,GET,1,0,,1,1,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpMessageDraftApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-operations/dashboard/route.ts,/api/institution/followup-operations/dashboard,unversioned,unversioned,institution,/api/institution/followup-operations/dashboard,GET,1,0,,1,3,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/CareMutationAccessibility.test.tsx；src/modules/institution/tests/FollowUpOperationsDashboardApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-paths/enrollments/[enrollmentId]/cancel/route.ts,/api/institution/followup-paths/enrollments/[enrollmentId]/cancel,unversioned,unversioned,institution,/api/institution/followup-paths/enrollments/[enrollmentId]/cancel,POST,1,1,enrollmentId,1,1,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-paths/enrollments/[enrollmentId]/route.ts,/api/institution/followup-paths/enrollments/[enrollmentId],unversioned,unversioned,institution,/api/institution/followup-paths/enrollments/[enrollmentId],GET,1,1,enrollmentId,1,1,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-paths/enrollments/route.ts,/api/institution/followup-paths/enrollments,unversioned,unversioned,institution,/api/institution/followup-paths/enrollments,GET；POST,2,0,,1,4,0,src/modules/institution/client/tenant-business-client.ts,src/modules/institution/tests/CareMutationAccessibility.test.tsx；src/modules/institution/tests/FollowUpOperationsDashboardApiRoutes.test.ts；src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followup-paths/templates/route.ts,/api/institution/followup-paths/templates,unversioned,unversioned,institution,/api/institution/followup-paths/templates,GET,1,0,,0,1,0,,src/modules/institution/tests/FollowUpPathEnrollmentApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/followups/route.ts,/api/institution/followups,unversioned,unversioned,institution,/api/institution/followups,GET；PATCH；POST,3,0,,2,9,0,src/modules/institution/client/tenant-business-client.ts；src/modules/institution/components/CustomerTimelineDrawer.tsx,src/modules/institution/tests/CareMutationAccessibility.test.tsx；src/modules/institution/tests/FollowUpOperationsDashboardApiRoutes.test.ts；src/modules/institution/tests/InstitutionBusinessShells.test.tsx；src/modules/institution/tests/TenantBusinessApiRoutes.test.ts；src/modules/institution/tests/TenantBusinessClient.test.ts；src/modules/institution/tests/TreatmentSummaryManagementShell.test.tsx；src/modules/knowledge-base/tests/V1KnowledgeBaseMvpE2EAcceptance.test.ts；src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts,/api/institution/his-connections/[connectionId]/credentials/clear,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/credentials/clear,POST,1,1,connectionId,0,1,0,,src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts,/api/institution/his-connections/[connectionId]/credentials/revoke,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/credentials/revoke,POST,1,1,connectionId,0,1,0,,src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,/api/institution/his-connections/[connectionId]/credentials/rotate,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/credentials/rotate,POST,1,1,connectionId,0,1,0,,src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/credentials/route.ts,/api/institution/his-connections/[connectionId]/credentials,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/credentials,PATCH；POST,2,1,connectionId,3,1,0,src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts,src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/pause/route.ts,/api/institution/his-connections/[connectionId]/pause,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/pause,POST,1,1,connectionId,0,1,0,,src/modules/institution/tests/HisConnectionApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/resume/route.ts,/api/institution/his-connections/[connectionId]/resume,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/resume,POST,1,1,connectionId,0,1,0,,src/modules/institution/tests/HisConnectionApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/revoke/route.ts,/api/institution/his-connections/[connectionId]/revoke,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/revoke,POST,1,1,connectionId,0,1,0,,src/modules/institution/tests/HisConnectionApiRoutes.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/route.ts,/api/institution/his-connections/[connectionId],unversioned,unversioned,institution,/api/institution/his-connections/[connectionId],DELETE；GET；PATCH,3,1,connectionId,5,5,0,src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/route.ts；src/modules/institution/components/HisConnectionReadOnlyPanel.tsx,src/modules/institution/tests/HisConnectionApiRoutes.test.ts；src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts；src/modules/institution/tests/HisConnectionReadOnlyPanel.test.tsx；src/modules/institution/tests/HisConnectionTestConnectionApiRoute.test.ts；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/[connectionId]/test-connection/route.ts,/api/institution/his-connections/[connectionId]/test-connection,unversioned,unversioned,institution,/api/institution/his-connections/[connectionId]/test-connection,POST,1,1,connectionId,0,1,0,,src/modules/institution/tests/HisConnectionTestConnectionApiRoute.test.ts,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/his-connections/route.ts,/api/institution/his-connections,unversioned,unversioned,institution,/api/institution/his-connections,GET；POST,2,0,,5,6,0,src/app/api/institution/his-connections/[connectionId]/credentials/clear/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/revoke/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/rotate/route.ts；src/app/api/institution/his-connections/[connectionId]/credentials/route.ts；src/modules/institution/components/HisConnectionReadOnlyPanel.tsx,src/modules/institution/tests/HisConnectionApiRoutes.test.ts；src/modules/institution/tests/HisConnectionCredentialApiRoutes.test.ts；src/modules/institution/tests/HisConnectionReadOnlyPanel.test.tsx；src/modules/institution/tests/HisConnectionTestConnectionApiRoute.test.ts；src/modules/workspace/tests/V1ReadonlyDemoGateAcceptance.test.tsx；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/knowledge-management/ai-call/route.ts,/api/institution/knowledge-management/ai-call,unversioned,unversioned,institution,/api/institution/knowledge-management/ai-call,POST,1,0,,1,4,0,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,src/modules/institution/tests/InstitutionAiCallApiRoute.test.ts；src/modules/institution/tests/InstitutionAiCallCapabilityRoute.test.ts；src/modules/institution/tests/InstitutionKnowledgeReadonlyShell.test.tsx；src/modules/workspace/tests/WorkspaceEntryPages.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
src/app/api/institution/knowledge-management/ai-call/usage/route.ts,/api/institution/knowledge-management/ai-call/usage,unversioned,unversioned,institution,/api/institution/knowledge-management/ai-call/usage,GET,1,0,,1,2,0,src/modules/institution/components/InstitutionKnowledgeReadonlyShell.tsx,src/modules/institution/tests/InstitutionAiCallApiRoute.test.ts；src/modules/institution/tests/InstitutionKnowledgeReadonlyShell.test.tsx,,phase11_candidate,present,institution-app,API_VERSION_REVIEW,src/app/api/v1/<scope>/,high,9,yes,pending,no,unchanged,已纳入第十一阶段 API_VERSION_REVIEW 候选,no,no
